measure label,year,state,county,fips,value,numerator,denominator
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Autauga County,1001,27780,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Baldwin County,1003,25782,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Barbour County,1005,16835,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Bibb County,1007,19337,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Blount County,1009,22727,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Bullock County,1011,20316,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Calhoun County,1015,21735,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Chambers County,1017,19896,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Chilton County,1021,21998,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Choctaw County,1023,14542,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Clarke County,1025,13588,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Clay County,1027,18203,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Coffee County,1031,23705,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Colbert County,1033,22460,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Covington County,1039,18829,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Crenshaw County,1041,15922,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Cullman County,1043,17750,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Dale County,1045,20602,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Dallas County,1047,16064,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,DeKalb County,1049,16876,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Elmore County,1051,29724,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Escambia County,1053,16606,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Etowah County,1055,19757,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Fayette County,1057,14205,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Henry County,1067,17201,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Houston County,1069,22173,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Jackson County,1071,18840,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Jefferson County,1073,26123,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Lamar County,1075,14421,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Lauderdale County,1077,22010,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Lawrence County,1079,19583,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Lee County,1081,21767,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Limestone County,1083,23132,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Macon County,1087,17922,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Madison County,1089,32492,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Marengo County,1091,14731,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Marion County,1093,16379,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Marshall County,1095,20116,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Mobile County,1097,22800,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Montgomery County,1101,28783,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Morgan County,1103,24502,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Perry County,1105,13893,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Randolph County,1111,14580,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Russell County,1113,21571,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Shelby County,1117,35938,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,St. Clair County,1115,25672,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Talladega County,1121,18279,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Tallapoosa County,1123,19898,,
Median Household Income for 1-person Households (5y Avg.),2015, Alabama,Tuscaloosa County,1125,24264,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Aleutians West Census Area,2016,49545,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Anchorage Municipality,2020,43299,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Bethel Census Area,2050,22465,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Bristol Bay Borough,2060,46750,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Dillingham Census Area,2070,28125,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Fairbanks North Star Borough,2090,40689,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Juneau City and Borough,2110,44407,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Kenai Peninsula Borough,2122,30300,,
Median Household Income for 1-person Households (5y Avg.),2015, Alaska,Ketchikan Gateway Borough,2130,35132,,
