measure label,year,state,county,fips,value,numerator,denominator
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Autauga County,1001,71027,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Baldwin County,1003,75260,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Barbour County,1005,49688,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Bibb County,1007,53681,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Blount County,1009,59099,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Bullock County,1011,62944,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Calhoun County,1015,56757,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Chambers County,1017,64531,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Chilton County,1021,46537,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Choctaw County,1023,62500,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Clarke County,1025,51161,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Clay County,1027,47971,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Coffee County,1031,50625,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Colbert County,1033,65500,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Covington County,1039,47295,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Crenshaw County,1041,60461,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Cullman County,1043,57448,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Dale County,1045,69875,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Dallas County,1047,29904,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,DeKalb County,1049,59412,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Elmore County,1051,60133,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Escambia County,1053,63787,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Etowah County,1055,56828,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Fayette County,1057,44148,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Henry County,1067,63250,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Houston County,1069,56744,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Jackson County,1071,58594,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Jefferson County,1073,71327,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Lamar County,1075,58111,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Lauderdale County,1077,55188,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Lawrence County,1079,57939,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Lee County,1081,70767,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Limestone County,1083,83521,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Macon County,1087,53906,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Madison County,1089,77850,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Marengo County,1091,49792,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Marion County,1093,52665,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Marshall County,1095,47786,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Mobile County,1097,68972,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Montgomery County,1101,49787,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Morgan County,1103,68093,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Perry County,1105,45192,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Randolph County,1111,60117,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Russell County,1113,54154,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Shelby County,1117,92062,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,St. Clair County,1115,66080,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Talladega County,1121,48508,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Tallapoosa County,1123,50250,,
Median Household Income for 5-person Households (5y Avg.),2015, Alabama,Tuscaloosa County,1125,61983,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Aleutians West Census Area,2016,106563,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Anchorage Municipality,2020,98507,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Bethel Census Area,2050,52019,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Bristol Bay Borough,2060,79375,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Dillingham Census Area,2070,54750,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Fairbanks North Star Borough,2090,110905,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Juneau City and Borough,2110,106667,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Kenai Peninsula Borough,2122,85069,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Ketchikan Gateway Borough,2130,90125,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Kodiak Island Borough,2150,95433,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Kusilvak Census Area,2158,42188,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Lake and Peninsula Borough,2164,93750,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Matanuska-Susitna Borough,2170,88090,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Nome Census Area,2180,51458,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,North Slope Borough,2185,95417,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Northwest Arctic Borough,2188,64712,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Prince of Wales-Hyder Census Area,2198,83333,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Sitka City and Borough,2220,106250,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Skagway Municipality,2230,96875,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Southeast Fairbanks Census Area,2240,91750,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Valdez-Cordova Census Area,2261,110875,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Wrangell City and Borough,2275,91250,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Yakutat City and Borough,2282,74375,,
Median Household Income for 5-person Households (5y Avg.),2015, Alaska,Yukon-Koyukuk Census Area,2290,51667,,
Median Household Income for 5-person Households (5y Avg.),2015, Arizona,Apache County,4001,38403,,
Median Household Income for 5-person Households (5y Avg.),2015, Arizona,Cochise County,4003,56209,,
Median Household Income for 5-person Households (5y Avg.),2015, Arizona,Coconino County,4005,61215,,
