state,county,value
Alabama,Autauga,"22,431"
Alabama,Baldwin,"105,563"
Alabama,Barbour,"11,833"
Alabama,Bibb,"8,985"
Alabama,Blount,"23,868"
Alabama,Bullock,"4,469"
Alabama,Butler,"9,934"
Alabama,Calhoun,"53,306"
Alabama,Chambers,"16,944"
Alabama,Cherokee,"16,254"
Alabama,Chilton,"19,246"
Alabama,Choctaw,"7,248"
Alabama,Clarke,"12,604"
Alabama,Clay,"6,756"
Alabama,Cleburne,"6,698"
Alabama,Coffee,"22,648"
Alabama,Colbert,"25,971"
Alabama,Conecuh,"7,066"
Alabama,Coosa,"6,478"
Alabama,Covington,"18,803"
Alabama,Crenshaw,"6,718"
Alabama,Cullman,"37,084"
Alabama,Dale,"22,793"
Alabama,Dallas,"20,216"
Alabama,DeKalb,"31,043"
Alabama,Elmore,"32,985"
Alabama,Escambia,"16,431"
Alabama,Etowah,"47,507"
Alabama,Fayette,"8,415"
Alabama,Franklin,"14,038"
Alabama,Geneva,"12,666"
Alabama,Greene,"4,991"
Alabama,Hale,"7,646"
Alabama,Henry,"8,934"
Alabama,Houston,"45,844"
Alabama,Jackson,"24,770"
Alabama,Jefferson,"302,599"
Alabama,Lamar,"7,323"
Alabama,Lauderdale,"44,046"
Alabama,Lawrence,"15,181"
Alabama,Lee,"64,258"
Alabama,Limestone,"35,241"
Alabama,Lowndes,"5,111"
Alabama,Macon,"10,239"
Alabama,Madison,"150,712"
Alabama,Marengo,"10,226"
Alabama,Marion,"14,728"
Alabama,Marshall,"40,329"
Alabama,Mobile,"180,277"
Alabama,Monroe,"11,308"
Alabama,Montgomery,"102,603"
Alabama,Morgan,"51,333"
Alabama,Perry,"4,705"
Alabama,Pickens,"9,462"
Alabama,Pike,"15,514"
Alabama,Randolph,"11,949"
Alabama,Russell,"25,913"
Alabama,Shelby,"82,242"
Alabama,St. Clair,"35,718"
Alabama,Sumter,"6,770"
Alabama,Talladega,"37,139"
Alabama,Tallapoosa,"22,074"
Alabama,Tuscaloosa,"86,240"
Alabama,Walker,"30,772"
Alabama,Washington,"8,386"
Alabama,Wilcox,"5,626"
Alabama,Winston,"13,428"
Alaska,Aleutians East,770
Alaska,Aleutians West,"1,941"
Alaska,Anchorage,"113,715"
Alaska,Bethel,"5,919"
Alaska,Bristol Bay,921
Alaska,Denali,"1,809"
Alaska,Dillingham,"2,427"
Alaska,Fairbanks North Star,"41,736"
Alaska,Haines,"1,571"
Alaska,HOONAH-ANGOON CENSUS AREA,"1,668"
Alaska,Juneau,"13,107"
Alaska,Kenai Peninsula,"30,638"
Alaska,Ketchikan Gateway,"6,199"
Alaska,Kodiak Island,"5,297"
Alaska,Lake and Peninsula,"1,497"
Alaska,Matanuska-Susitna,"41,364"
Alaska,Nome,"4,008"
Alaska,North Slope,"2,517"
Alaska,Northwest Arctic,"2,700"
Alaska,PETERSBURG CENSUS AREA,"1,761"
