state,county,value
Georgia,Pickens,0.195
Georgia,Pierce,0.14
Georgia,Pike,0.108
Georgia,Polk,0.128
Georgia,Pulaski,0.157
Georgia,Putnam,0.337
Georgia,Quitman,0.512
Georgia,Rabun,0.438
Georgia,Randolph,0.243
Georgia,Richmond,0.172
Georgia,Rockdale,0.12
Georgia,Schley,0.155
Georgia,Screven,0.215
Georgia,Seminole,0.31
Georgia,Spalding,0.144
Georgia,Stephens,0.264
Georgia,Stewart,0.24
Georgia,Sumter,0.166
Georgia,Talbot,0.204
Georgia,Taliaferro,0.329
Georgia,Tattnall,0.189
Georgia,Taylor,0.209
Georgia,Telfair,0.25
Georgia,Terrell,0.226
Georgia,Thomas,0.144
Georgia,Tift,0.148
Georgia,Toombs,0.127
Georgia,Towns,0.45
Georgia,Treutlen,0.166
Georgia,Troup,0.128
Georgia,Turner,0.193
Georgia,Twiggs,0.28
Georgia,Union,0.403
Georgia,Upson,0.147
Georgia,Walker,0.131
Georgia,Walton,0.091
Georgia,Ware,0.162
Georgia,Warren,0.282
Georgia,Washington,0.212
Georgia,Wayne,0.158
Georgia,Webster,0.207
Georgia,Wheeler,0.223
Georgia,White,0.283
Georgia,Whitfield,0.127
Georgia,Wilcox,0.216
Georgia,Wilkes,0.209
Georgia,Wilkinson,0.25
Georgia,Worth,0.132
Hawaii,Hawaii,0.23
Hawaii,Honolulu,0.087
Hawaii,Kalawao,0.471
Hawaii,Kauai,0.256
Hawaii,Maui,0.251
Idaho,Ada,0.051
Idaho,Adams,0.378
Idaho,Bannock,0.09
Idaho,Bear Lake,0.381
Idaho,Benewah,0.199
Idaho,Bingham,0.082
Idaho,Blaine,0.385
Idaho,Boise,0.429
Idaho,Bonner,0.294
Idaho,Bonneville,0.095
Idaho,Boundary,0.214
Idaho,Butte,0.239
Idaho,Camas,0.474
Idaho,Canyon,0.08
Idaho,Caribou,0.165
Idaho,Cassia,0.078
Idaho,Clark,0.487
Idaho,Clearwater,0.2
Idaho,Custer,0.412
Idaho,Elmore,0.205
Idaho,Franklin,0.079
Idaho,Fremont,0.471
Idaho,Gem,0.098
Idaho,Gooding,0.106
Idaho,Idaho,0.25
Idaho,Jefferson,0.072
Idaho,Jerome,0.06
Idaho,Kootenai,0.135
Idaho,Latah,0.068
Idaho,Lemhi,0.184
Idaho,Lewis,0.121
Idaho,Lincoln,0.187
Idaho,Madison,0.137
Idaho,Minidoka,0.079
Idaho,Nez Perce,0.073
Idaho,Oneida,0.141
Idaho,Owyhee,0.185
Idaho,Payette,0.085
Idaho,Power,0.134
Idaho,Shoshone,0.174
Idaho,Teton,0.353
Idaho,Twin Falls,0.09
Idaho,Valley,0.726
Idaho,Washington,0.141
Illinois,Adams,0.102
Illinois,Alexander,0.289
Illinois,Bond,0.121
Illinois,Boone,0.091
Illinois,Brown,0.135
Illinois,Bureau,0.1
Illinois,Calhoun,0.276
Illinois,Carroll,0.224
Illinois,Cass,0.104
Illinois,Champaign,0.099
Illinois,Christian,0.093
Illinois,Clark,0.136
Illinois,Clay,0.153
Illinois,Clinton,0.097
Illinois,Coles,0.105
Illinois,Cook,0.11
Illinois,Crawford,0.117
Illinois,Cumberland,0.132
Illinois,De Witt,0.103
Illinois,DeKalb,0.089
Illinois,Douglas,0.1
Illinois,DuPage,0.055
Illinois,Edgar,0.099
Illinois,Edwards,0.135
Illinois,Effingham,0.088
Illinois,Fayette,0.14
Illinois,Ford,0.106
Illinois,Franklin,0.128
Illinois,Fulton,0.104
Illinois,Gallatin,0.139
Illinois,Greene,0.107
Illinois,Grundy,0.087
Illinois,Hamilton,0.142
Illinois,Hancock,0.135
Illinois,Hardin,0.248
Illinois,Henderson,0.185
Illinois,Henry,0.086
Illinois,Iroquois,0.121
Illinois,Jackson,0.18
Illinois,Jasper,0.124
Illinois,Jefferson,0.094
Illinois,Jersey,0.108
Illinois,Jo Daviess,0.296
Illinois,Johnson,0.213
Illinois,Kane,0.063
Illinois,Kankakee,0.083
Illinois,Kendall,0.056
Illinois,Knox,0.105
Illinois,La Salle,0.12
Illinois,Lake,0.073
Illinois,Lawrence,0.142
Illinois,Lee,0.106
Illinois,Livingston,0.084
Illinois,Logan,0.083
Illinois,Macon,0.105
Illinois,Macoupin,0.114
Illinois,Madison,0.088
Illinois,Marion,0.131
Illinois,Marshall,0.164
Illinois,Mason,0.127
Illinois,Massac,0.152
Illinois,McDonough,0.129
Illinois,McHenry,0.063
Illinois,McLean,0.086
Illinois,Menard,0.095
Illinois,Mercer,0.096
Illinois,Monroe,0.077
Illinois,Montgomery,0.138
Illinois,Morgan,0.097
Illinois,Moultrie,0.099
Illinois,Ogle,0.08
