state,county,value
Alabama,Autauga,"22,077"
Alabama,Baldwin,"103,984"
Alabama,Barbour,"11,878"
Alabama,Bibb,"8,958"
Alabama,Blount,"23,761"
Alabama,Bullock,"4,501"
Alabama,Butler,"9,973"
Alabama,Calhoun,"53,293"
Alabama,Chambers,"17,000"
Alabama,Cherokee,"16,168"
Alabama,Chilton,"19,240"
Alabama,Choctaw,"7,301"
Alabama,Clarke,"12,632"
Alabama,Clay,"6,762"
Alabama,Cleburne,"6,706"
Alabama,Coffee,"22,384"
Alabama,Colbert,"25,796"
Alabama,Conecuh,"7,103"
Alabama,Coosa,"6,466"
Alabama,Covington,"18,821"
Alabama,Crenshaw,"6,742"
Alabama,Cullman,"37,026"
Alabama,Dale,"22,700"
Alabama,Dallas,"20,248"
Alabama,DeKalb,"30,974"
Alabama,Elmore,"32,498"
Alabama,Escambia,"16,525"
Alabama,Etowah,"47,491"
Alabama,Fayette,"8,450"
Alabama,Franklin,"14,023"
Alabama,Geneva,"12,670"
Alabama,Greene,"5,017"
Alabama,Hale,"7,682"
Alabama,Henry,"8,878"
Alabama,Houston,"45,310"
Alabama,Jackson,"24,798"
Alabama,Jefferson,"301,202"
Alabama,Lamar,"7,372"
Alabama,Lauderdale,"43,762"
Alabama,Lawrence,"15,227"
Alabama,Lee,"62,638"
Alabama,Limestone,"34,658"
Alabama,Lowndes,"5,176"
Alabama,Macon,"10,285"
Alabama,Madison,"146,628"
Alabama,Marengo,"10,255"
Alabama,Marion,"14,731"
Alabama,Marshall,"40,222"
Alabama,Mobile,"178,278"
Alabama,Monroe,"11,339"
Alabama,Montgomery,"101,956"
Alabama,Morgan,"51,180"
Alabama,Perry,"4,764"
Alabama,Pickens,"9,485"
Alabama,Pike,"15,272"
Alabama,Randolph,"11,910"
Alabama,Russell,"24,979"
Alabama,Shelby,"80,956"
Alabama,St. Clair,"35,336"
Alabama,Sumter,"6,796"
Alabama,Talladega,"37,037"
Alabama,Tallapoosa,"22,046"
Alabama,Tuscaloosa,"84,890"
Alabama,Walker,"30,912"
Alabama,Washington,"8,407"
Alabama,Wilcox,"5,680"
Alabama,Winston,"13,432"
Alaska,Aleutians East,597
Alaska,Aleutians West,"1,949"
Alaska,Anchorage,"113,070"
Alaska,Bethel,"5,907"
Alaska,Bristol Bay,934
Alaska,Denali,"1,581"
Alaska,Dillingham,"2,427"
Alaska,Fairbanks North Star,"41,371"
Alaska,Haines,"1,590"
Alaska,HOONAH-ANGOON CENSUS AREA,"1,797"
Alaska,Juneau,"13,052"
Alaska,Kenai Peninsula,"30,302"
Alaska,Ketchikan Gateway,"6,190"
Alaska,Kodiak Island,"5,326"
Alaska,Lake and Peninsula,"1,653"
Alaska,Matanuska-Susitna,"40,578"
Alaska,Nome,"3,979"
Alaska,North Slope,"2,527"
Alaska,Northwest Arctic,"2,694"
Alaska,PETERSBURG CENSUS AREA,"2,149"
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,"2,987"
Alaska,Sitka,"4,094"
Alaska,SKAGWAY MUNICIPALITY,611
Alaska,Southeast Fairbanks,"3,889"
Alaska,Valdez-Cordova,"6,057"
Alaska,Wade Hampton,"2,176"
Alaska,WRANGELL CITY AND BURROUGH,"1,472"
Alaska,Yakutat,454
Alaska,Yukon-Koyukuk,"4,032"
Arizona,Apache,"32,548"
Arizona,Cochise,"59,160"
Arizona,Coconino,"63,270"
Arizona,Gila,"32,644"
Arizona,Graham,"13,003"
Arizona,Greenlee,"4,345"
Arizona,La Paz,"16,039"
Arizona,Maricopa,"1,636,502"
Arizona,Mohave,"110,603"
Arizona,Navajo,"56,910"
Arizona,Pima,"441,175"
Arizona,Pinal,"158,891"
Arizona,Santa Cruz,"17,961"
Arizona,Yavapai,"110,317"
Arizona,Yuma,"88,064"
Arkansas,Arkansas,"9,462"
Arkansas,Ashley,"10,181"
Arkansas,Baxter,"22,516"
Arkansas,Benton,"92,947"
Arkansas,Boone,"16,814"
Arkansas,Bradley,"5,865"
Arkansas,Calhoun,"2,909"
Arkansas,Carroll,"13,507"
Arkansas,Chicot,"5,445"
Arkansas,Clark,"10,402"
Arkansas,Clay,"8,057"
Arkansas,Cleburne,"15,765"
Arkansas,Cleveland,"4,054"
Arkansas,Columbia,"11,617"
Arkansas,Conway,"9,703"
Arkansas,Craighead,"40,699"
Arkansas,Crawford,"25,985"
Arkansas,Crittenden,"21,560"
Arkansas,Cross,"7,876"
Arkansas,Dallas,"4,317"
Arkansas,Desha,"6,289"
Arkansas,Drew,"8,473"
Arkansas,Faulkner,"46,571"
Arkansas,Franklin,"8,022"
Arkansas,Fulton,"6,751"
Arkansas,Garland,"50,384"
Arkansas,Grant,"7,756"
Arkansas,Greene,"17,954"
Arkansas,Hempstead,"10,425"
Arkansas,Hot Spring,"14,309"
Arkansas,Howard,"6,268"
Arkansas,Independence,"16,158"
Arkansas,Izard,"7,216"
Arkansas,Jackson,"7,624"
Arkansas,Jefferson,"33,173"
Arkansas,Johnson,"11,265"
Arkansas,Lafayette,"4,372"
Arkansas,Lawrence,"8,006"
Arkansas,Lee,"4,401"
Arkansas,Lincoln,"4,875"
Arkansas,Little River,"6,482"
Arkansas,Logan,"10,119"
Arkansas,Lonoke,"27,237"
Arkansas,Madison,"7,462"
Arkansas,Marion,"9,335"
Arkansas,Miller,"19,255"
Arkansas,Mississippi,"20,559"
Arkansas,Monroe,"4,499"
Arkansas,Montgomery,"5,740"
Arkansas,Nevada,"4,618"
Arkansas,Newton,"4,662"
Arkansas,Ouachita,"13,135"
Arkansas,Perry,"4,901"
Arkansas,Phillips,"10,170"
Arkansas,Pike,"5,595"
Arkansas,Poinsett,"10,957"
Arkansas,Polk,"10,003"
Arkansas,Pope,"25,555"
Arkansas,Prairie,"4,526"
Arkansas,Pulaski,"176,158"
Arkansas,Randolph,"8,518"
Arkansas,Saline,"44,877"
Arkansas,Scott,"5,189"
Arkansas,Searcy,"4,876"
Arkansas,Sebastian,"54,671"
Arkansas,Sevier,"6,868"
Arkansas,Sharp,"9,816"
Arkansas,St. Francis,"10,931"
Arkansas,Stone,"6,678"
Arkansas,Union,"19,739"
Arkansas,Van Buren,"10,315"
Arkansas,Washington,"87,458"
Arkansas,White,"32,356"
Arkansas,Woodruff,"3,907"
Arkansas,Yell,"9,734"
California,Alameda,"581,859"
California,Alpine,"1,815"
California,Amador,"18,017"
California,Butte,"95,830"
California,Calaveras,"27,867"
California,Colusa,"7,866"
California,Contra Costa,"400,098"
California,Del Norte,"11,185"
California,El Dorado,"87,828"
California,Fresno,"315,544"
California,Glenn,"10,781"
California,Humboldt,"61,452"
California,Imperial,"55,896"
California,Inyo,"9,449"
California,Kern,"283,810"
California,Kings,"43,837"
California,Lake,"35,449"
California,Lassen,"12,705"
California,Los Angeles,"3,441,416"
California,Madera,"49,222"
California,Marin,"111,063"
California,Mariposa,"10,165"
California,Mendocino,"40,258"
California,Merced,"83,650"
California,Modoc,"5,172"
California,Mono,"13,888"
California,Monterey,"139,086"
California,Napa,"54,639"
California,Nevada,"52,467"
California,Orange,"1,049,031"
California,Placer,"152,513"
California,Plumas,"15,542"
California,Riverside,"799,360"
California,Sacramento,"555,536"
California,San Benito,"17,876"
California,San Bernardino,"698,715"
California,San Diego,"1,163,884"
California,San Francisco,"375,861"
California,San Joaquin,"233,587"
California,San Luis Obispo,"117,318"
California,San Mateo,"270,667"
California,Santa Barbara,"152,709"
California,Santa Clara,"632,299"
California,Santa Cruz,"104,325"
California,Shasta,"77,300"
California,Sierra,"2,266"
California,Siskiyou,"23,862"
California,Solano,"152,624"
California,Sonoma,"204,247"
California,Stanislaus,"179,176"
California,Sutter,"33,835"
California,Tehama,"26,928"
California,Trinity,"8,661"
California,Tulare,"141,759"
California,Tuolumne,"31,193"
California,Ventura,"281,245"
California,Yolo,"74,923"
California,Yuba,"27,670"
Colorado,Adams,"163,245"
Colorado,Alamosa,"6,572"
Colorado,Arapahoe,"238,160"
Colorado,Archuleta,"8,742"
Colorado,Baca,"2,253"
Colorado,Bent,"2,255"
Colorado,Boulder,"127,105"
Colorado,Broomfield,"22,552"
Colorado,Chaffee,"10,038"
Colorado,Cheyenne,"1,092"
Colorado,Clear Creek,"5,679"
Colorado,Conejos,"4,287"
Colorado,Costilla,"2,602"
Colorado,Crowley,"1,560"
Colorado,Custer,"4,177"
Colorado,Delta,"14,497"
Colorado,Denver,"285,495"
Colorado,Dolores,"1,415"
Colorado,Douglas,"106,829"
Colorado,Eagle,"31,085"
Colorado,El Paso,"253,014"
Colorado,Elbert,"8,942"
Colorado,Fremont,"19,232"
Colorado,Garfield,"23,177"
Colorado,Gilpin,"3,441"
Colorado,Grand,"16,044"
Colorado,Gunnison,"11,394"
Colorado,Hinsdale,"1,525"
Colorado,Huerfano,"5,074"
Colorado,Jackson,"1,158"
Colorado,Jefferson,"230,125"
Colorado,Kiowa,755
Colorado,Kit Carson,"3,527"
Colorado,La Plata,"25,894"
Colorado,Lake,"4,416"
Colorado,Larimer,"132,936"
Colorado,Las Animas,"8,206"
Colorado,Lincoln,"2,401"
Colorado,Logan,"8,954"
Colorado,Mesa,"62,555"
Colorado,Mineral,"1,311"
Colorado,Moffat,"6,179"
Colorado,Montezuma,"12,040"
Colorado,Montrose,"18,178"
Colorado,Morgan,"11,459"
Colorado,Otero,"8,960"
Colorado,Ouray,"2,920"
Colorado,Park,"13,923"
Colorado,Phillips,"1,916"
Colorado,Pitkin,"12,869"
Colorado,Prowers,"5,935"
Colorado,Pueblo,"69,366"
Colorado,Rio Blanco,"3,164"
Colorado,Rio Grande,"6,644"
Colorado,Routt,"16,131"
Colorado,Saguache,"3,844"
Colorado,San Juan,755
Colorado,San Miguel,"6,610"
Colorado,Sedgwick,"1,366"
Colorado,Summit,"29,781"
Colorado,Teller,"12,622"
Colorado,Washington,"2,418"
Colorado,Weld,"96,351"
