state,county,value
Alabama,Autauga,0.088
Alabama,Baldwin,0.096
Alabama,Barbour,0.124
Alabama,Bibb,0.109
Alabama,Blount,0.105
Alabama,Bullock,0.11
Alabama,Butler,0.126
Alabama,Calhoun,0.105
Alabama,Chambers,0.13
Alabama,Cherokee,0.112
Alabama,Chilton,0.105
Alabama,Choctaw,0.158
Alabama,Clarke,0.109
Alabama,Clay,0.128
Alabama,Cleburne,0.114
Alabama,Coffee,0.101
Alabama,Colbert,0.125
Alabama,Conecuh,0.123
Alabama,Coosa,0.149
Alabama,Covington,0.133
Alabama,Crenshaw,0.124
Alabama,Cullman,0.105
Alabama,Dale,0.106
Alabama,Dallas,0.15
Alabama,DeKalb,0.105
Alabama,Elmore,0.08
Alabama,Escambia,0.112
Alabama,Etowah,0.117
Alabama,Fayette,0.121
Alabama,Franklin,0.125
Alabama,Geneva,0.115
Alabama,Greene,0.17
Alabama,Hale,0.12
Alabama,Henry,0.134
Alabama,Houston,0.105
Alabama,Jackson,0.129
Alabama,Jefferson,0.1
Alabama,Lamar,0.142
Alabama,Lauderdale,0.118
Alabama,Lawrence,0.106
Alabama,Lee,0.059
Alabama,Limestone,0.097
Alabama,Lowndes,0.148
Alabama,Macon,0.114
Alabama,Madison,0.086
Alabama,Marengo,0.138
Alabama,Marion,0.13
Alabama,Marshall,0.123
Alabama,Mobile,0.095
Alabama,Monroe,0.134
Alabama,Montgomery,0.099
Alabama,Morgan,0.102
Alabama,Perry,0.078
Alabama,Pickens,0.134
Alabama,Pike,0.108
Alabama,Randolph,0.128
Alabama,Russell,0.107
Alabama,Shelby,0.068
Alabama,St. Clair,0.085
Alabama,Sumter,0.119
Alabama,Talladega,0.112
Alabama,Tallapoosa,0.112
Alabama,Tuscaloosa,0.081
Alabama,Walker,0.113
Alabama,Washington,0.132
Alabama,Wilcox,0.12
Alabama,Winston,0.122
Alaska,Aleutians East,0.081
Alaska,Aleutians West,0.028
Alaska,Anchorage,0.055
Alaska,Bethel,0.042
Alaska,Bristol Bay,0.08
Alaska,Denali,0.021
Alaska,Dillingham,0.046
Alaska,Fairbanks North Star,0.045
Alaska,Haines,0.068
Alaska,HOONAH-ANGOON CENSUS AREA,0.093
Alaska,Juneau,0.057
Alaska,Kenai Peninsula,0.069
Alaska,Ketchikan Gateway,0.074
Alaska,Kodiak Island,0.029
Alaska,Lake and Peninsula,0.06
Alaska,Matanuska-Susitna,0.051
Alaska,Nome,0.035
Alaska,North Slope,0.033
Alaska,Northwest Arctic,0.036
Alaska,PETERSBURG CENSUS AREA,0.068
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,0.086
Alaska,Sitka,0.081
Alaska,SKAGWAY MUNICIPALITY,0.078
Alaska,Southeast Fairbanks,0.05
Alaska,Valdez-Cordova,0.057
Alaska,Wade Hampton,0.017
Alaska,WRANGELL CITY AND BURROUGH,0.14
Alaska,Yakutat,0.069
Alaska,Yukon-Koyukuk,0.093
Arizona,Apache,0.1
Arizona,Cochise,0.128
Arizona,Coconino,0.057
Arizona,Gila,0.147
Arizona,Graham,0.099
Arizona,Greenlee,0.075
Arizona,La Paz,0.152
Arizona,Maricopa,0.082
Arizona,Mohave,0.129
Arizona,Navajo,0.095
Arizona,Pima,0.109
Arizona,Pinal,0.088
Arizona,Santa Cruz,0.083
Arizona,Yavapai,0.145
Arizona,Yuma,0.079
Arkansas,Arkansas,0.118
Arkansas,Ashley,0.11
Arkansas,Baxter,0.153
Arkansas,Benton,0.075
Arkansas,Boone,0.104
Arkansas,Bradley,0.116
