state,county,value
Alabama,Autauga,"22,582"
Alabama,Baldwin,"106,422"
Alabama,Barbour,"11,810"
Alabama,Bibb,"8,971"
Alabama,Blount,"23,860"
Alabama,Bullock,"4,465"
Alabama,Butler,"9,919"
Alabama,Calhoun,"53,296"
Alabama,Chambers,"16,936"
Alabama,Cherokee,"16,242"
Alabama,Chilton,"19,247"
Alabama,Choctaw,"7,232"
Alabama,Clarke,"12,600"
Alabama,Clay,"6,738"
Alabama,Cleburne,"6,692"
Alabama,Coffee,"22,776"
Alabama,Colbert,"26,068"
Alabama,Conecuh,"7,070"
Alabama,Coosa,"6,462"
Alabama,Covington,"18,773"
Alabama,Crenshaw,"6,703"
Alabama,Cullman,"37,103"
Alabama,Dale,"22,822"
Alabama,Dallas,"20,243"
Alabama,DeKalb,"31,058"
Alabama,Elmore,"33,140"
Alabama,Escambia,"16,435"
Alabama,Etowah,"47,500"
Alabama,Fayette,"8,415"
Alabama,Franklin,"14,030"
Alabama,Geneva,"12,658"
Alabama,Greene,"4,994"
Alabama,Hale,"7,641"
Alabama,Henry,"8,960"
Alabama,Houston,"46,097"
Alabama,Jackson,"24,758"
Alabama,Jefferson,"303,755"
Alabama,Lamar,"7,314"
Alabama,Lauderdale,"44,158"
Alabama,Lawrence,"15,190"
Alabama,Lee,"64,964"
Alabama,Limestone,"35,357"
Alabama,Lowndes,"5,091"
Alabama,Macon,"10,238"
Alabama,Madison,"152,720"
Alabama,Marengo,"10,218"
Alabama,Marion,"14,724"
Alabama,Marshall,"40,370"
Alabama,Mobile,"180,932"
Alabama,Monroe,"11,296"
Alabama,Montgomery,"103,070"
Alabama,Morgan,"51,411"
Alabama,Perry,"4,711"
Alabama,Pickens,"9,447"
Alabama,Pike,"15,619"
Alabama,Randolph,"11,940"
Alabama,Russell,"26,368"
Alabama,Shelby,"82,850"
Alabama,St. Clair,"35,741"
Alabama,Sumter,"6,752"
Alabama,Talladega,"37,157"
Alabama,Tallapoosa,"22,078"
Alabama,Tuscaloosa,"87,064"
Alabama,Walker,"30,673"
Alabama,Washington,"8,371"
Alabama,Wilcox,"5,616"
Alabama,Winston,"13,416"
Alaska,Aleutians East,894
Alaska,Aleutians West,"1,944"
Alaska,Anchorage,"114,083"
Alaska,Bethel,"5,937"
Alaska,Bristol Bay,917
Alaska,Denali,"1,724"
Alaska,Dillingham,"2,422"
Alaska,Fairbanks North Star,"41,697"
Alaska,Haines,"1,590"
Alaska,HOONAH-ANGOON CENSUS AREA,"1,661"
Alaska,Juneau,"13,159"
Alaska,Kenai Peninsula,"30,671"
Alaska,Ketchikan Gateway,"6,220"
Alaska,Kodiak Island,"5,320"
Alaska,Lake and Peninsula,"1,508"
Alaska,Matanuska-Susitna,"41,311"
Alaska,Nome,"4,025"
Alaska,North Slope,"2,520"
Alaska,Northwest Arctic,"2,711"
Alaska,PETERSBURG CENSUS AREA,"1,738"
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,"3,334"
Alaska,Sitka,"4,119"
Alaska,SKAGWAY MUNICIPALITY,636
Alaska,Southeast Fairbanks,"3,909"
Alaska,Valdez-Cordova,"6,093"
Alaska,Wade Hampton,"2,193"
Alaska,WRANGELL CITY AND BURROUGH,"1,499"
Alaska,Yakutat,391
Alaska,Yukon-Koyukuk,"4,035"
Arizona,Apache,"32,661"
Arizona,Cochise,"60,087"
Arizona,Coconino,"63,955"
Arizona,Gila,"32,952"
Arizona,Graham,"13,128"
Arizona,Greenlee,"4,399"
Arizona,La Paz,"16,104"
Arizona,Maricopa,"1,668,555"
Arizona,Mohave,"111,984"
Arizona,Navajo,"57,414"
Arizona,Pima,"446,769"
Arizona,Pinal,"163,490"
Arizona,Santa Cruz,"18,105"
Arizona,Yavapai,"111,731"
Arizona,Yuma,"89,330"
Arkansas,Arkansas,"9,444"
Arkansas,Ashley,"10,104"
Arkansas,Baxter,"22,613"
Arkansas,Benton,"96,389"
Arkansas,Boone,"16,902"
Arkansas,Bradley,"5,832"
Arkansas,Calhoun,"2,889"
Arkansas,Carroll,"13,561"
Arkansas,Chicot,"5,404"
Arkansas,Clark,"10,392"
Arkansas,Clay,"8,046"
Arkansas,Cleburne,"15,841"
Arkansas,Cleveland,"4,054"
Arkansas,Columbia,"11,572"
Arkansas,Conway,"9,725"
Arkansas,Craighead,"42,600"
Arkansas,Crawford,"26,378"
Arkansas,Crittenden,"21,568"
Arkansas,Cross,"7,871"
Arkansas,Dallas,"4,300"
Arkansas,Desha,"6,269"
Arkansas,Drew,"8,478"
Arkansas,Faulkner,"48,478"
Arkansas,Franklin,"8,024"
Arkansas,Fulton,"6,770"
Arkansas,Garland,"50,518"
Arkansas,Grant,"7,820"
Arkansas,Greene,"18,327"
Arkansas,Hempstead,"10,424"
Arkansas,Hot Spring,"14,293"
Arkansas,Howard,"6,233"
Arkansas,Independence,"16,248"
Arkansas,Izard,"7,209"
Arkansas,Jackson,"7,585"
Arkansas,Jefferson,"33,161"
Arkansas,Johnson,"11,334"
Arkansas,Lafayette,"4,353"
Arkansas,Lawrence,"7,981"
Arkansas,Lee,"4,370"
Arkansas,Lincoln,"4,857"
Arkansas,Little River,"6,454"
Arkansas,Logan,"10,133"
Arkansas,Lonoke,"28,253"
Arkansas,Madison,"7,483"
Arkansas,Marion,"9,333"
Arkansas,Miller,"19,375"
Arkansas,Mississippi,"20,512"
Arkansas,Monroe,"4,437"
Arkansas,Montgomery,"5,746"
Arkansas,Nevada,"4,553"
Arkansas,Newton,"4,679"
Arkansas,Ouachita,"13,089"
Arkansas,Perry,"4,904"
Arkansas,Phillips,"10,136"
Arkansas,Pike,"5,578"
Arkansas,Poinsett,"10,920"
Arkansas,Polk,"10,038"
Arkansas,Pope,"25,789"
Arkansas,Prairie,"4,497"
Arkansas,Pulaski,"179,916"
Arkansas,Randolph,"8,521"
Arkansas,Saline,"46,355"
Arkansas,Scott,"5,191"
Arkansas,Searcy,"4,901"
Arkansas,Sebastian,"55,758"
Arkansas,Sevier,"6,878"
Arkansas,Sharp,"9,825"
Arkansas,St. Francis,"10,915"
Arkansas,Stone,"6,737"
Arkansas,Union,"19,641"
Arkansas,Van Buren,"10,329"
Arkansas,Washington,"89,331"
Arkansas,White,"32,970"
Arkansas,Woodruff,"3,883"
Arkansas,Yell,"9,739"
California,Alameda,"589,858"
California,Alpine,"1,801"
California,Amador,"18,184"
California,Butte,"97,133"
California,Calaveras,"28,031"
California,Colusa,"7,931"
California,Contra Costa,"405,001"
California,Del Norte,"11,305"
California,El Dorado,"88,639"
California,Fresno,"321,955"
California,Glenn,"10,893"
California,Humboldt,"62,156"
California,Imperial,"56,709"
California,Inyo,"9,502"
California,Kern,"289,529"
California,Kings,"44,628"
California,Lake,"35,626"
California,Lassen,"12,733"
California,Los Angeles,"3,476,718"
