year,county,state,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde,apc_percent_diff
2012,Murray,GEORGIA,19,5,17,36928.0,,0.198443279,,0.13135995,134.0,0.026,0.661,0.06,1.0,10.1,2.75,0.38,2.01,0.141340411
2014,Galax,VIRGINIA,13,4,11,30430.0,,0.257699758,,0.081504703,146.0,0.003,0.269,0.2,2.0,8.3,1.85,0.43,1.24,-0.105683837
2013,Nome Census,ALASKA,10,2,14,49974.0,,0.277229816,,0.177565843,,,,,,,,,,-0.569929364
2012,Wharton,TEXAS,10,4,6,40988.0,,0.185082808,,0.070551842,96.0,0.492,0.043,0.07,2.0,9.0,1.76,0.26,1.41,-0.149575441
2014,Duchesne,UTAH,8,3,5,60700.0,,0.101016484,,0.051971763,85.0,0.001,0.414,0.0,2.0,6.5,1.12,0.26,0.74,0.548698885
2013,Crane,TEXAS,13,3,9,50417.0,,0.138475627,,0.100154877,53.0,0.001,0.0,0.72,2.0,6.9,2.46,0.18,1.9,-0.518450185
2014,Menominee,MICHIGAN,13,5,8,41293.0,,0.150724635,,0.100515239,129.0,0.066,0.328,0.07,2.0,8.4,1.27,0.51,0.99,0.289915966
2013,Lancaster,SOUTH CAROLINA,14,4,12,42217.0,0.204891756,0.209772065,,0.13353923,152.0,0.006,0.657,0.0,1.0,10.3,2.95,0.43,2.15,0.091447015
2013,Perry,ILLINOIS,14,3,8,42078.0,,0.183738858,,0.091734596,127.0,0.409,0.226,0.18,2.0,10.3,2.16,0.37,1.58,0.150433452
2012,Pottawatomie,KANSAS,11,4,7,56775.0,,0.081842996,,0.02488769,82.0,0.144,0.106,0.01,1.0,9.2,2.01,0.32,1.49,-0.022082019
2013,Virginia Beach,VIRGINIA,11,6,7,65219.0,0.087603159,0.078706473,0.057785377,0.058853783,131.0,0.131,0.136,0.25,1.0,8.3,1.96,0.57,1.57,-0.161896975
2013,Franklin,ILLINOIS,16,3,11,36273.0,,0.190836743,,0.109557904,112.0,0.342,0.217,0.19,2.0,10.3,2.15,0.4,1.59,-0.115789474
2012,Clark,KANSAS,14,4,5,39563.0,,0.166977614,,0.009045226,70.0,0.222,0.001,0.32,2.0,7.3,1.93,0.17,1.37,0.142295597
2014,Throckmorton,TEXAS,17,5,9,40833.0,,0.098781273,,0.029891305,74.0,0.115,0.037,0.0,2.0,7.1,2.48,0.17,1.85,0.088090551
2013,Eaton,MICHIGAN,13,6,8,54115.0,0.117609441,0.107951656,0.073385604,0.102731466,142.0,0.446,0.125,0.23,1.0,10.2,1.46,0.63,1.06,-0.082325849
2012,Charlevoix,MICHIGAN,10,3,6,47177.0,,0.124101765,,0.100395501,148.0,0.096,0.422,0.26,2.0,7.8,1.08,0.39,0.72,0.184174625
2014,Otsego,MICHIGAN,13,4,13,47693.0,,0.133784637,,0.107839778,148.0,0.06,0.534,0.07,2.0,7.7,1.09,0.42,0.83,0.070943862
2012,Stokes,NORTH CAROLINA,13,3,10,42476.0,,0.174455702,,0.106628619,141.0,0.006,0.646,0.01,1.0,9.2,2.34,0.4,1.74,-0.050867052
2012,Orange,CALIFORNIA,9,5,4,75566.0,0.129458502,0.116985507,0.090085916,0.089959987,47.0,0.007,0.017,0.79,1.0,10.9,1.56,0.69,1.74,0.000659631
2012,Guadalupe,NEW MEXICO,8,2,9,27242.0,,0.237181112,,0.056589726,88.0,0.001,0.006,0.05,2.0,5.6,1.56,0.1,1.07,-0.368730408
2013,Young,TEXAS,13,4,9,44429.0,,0.159755826,,0.058737971,74.0,0.114,0.122,0.16,2.0,7.7,2.56,0.37,1.97,-0.099740452
2013,Colquitt,GEORGIA,17,5,12,32484.0,,0.266730577,,0.097329259,130.0,0.313,0.322,0.04,2.0,10.2,3.02,0.43,2.31,-0.05199115
2012,Stephenson,ILLINOIS,9,4,8,44572.0,,0.143132597,,0.114637144,102.0,0.669,0.061,0.33,2.0,10.3,1.51,0.58,1.04,-0.129988597
2013,Sitka City and,ALASKA,10,5,9,69405.0,,0.100239478,,0.051970974,,,,,,,,,,-0.299258038
2013,Madison,TENNESSEE,12,4,10,41617.0,0.218334079,0.200086936,0.093667492,0.125127673,128.0,0.312,0.362,0.04,1.0,9.7,2.78,0.48,2.16,-0.008013738
2014,Kane,UTAH,5,3,4,51213.0,,0.085369281,,0.067168504,77.0,0.0,0.245,0.36,2.0,4.8,1.37,0.08,0.87,-0.105912596
2013,Lemhi,IDAHO,9,5,7,34122.0,,0.233359233,,0.087579176,159.0,0.003,0.445,0.23,2.0,8.3,1.12,0.12,0.7,1.112344873
2013,Person,NORTH CAROLINA,11,5,13,42317.0,,0.180375442,,0.119081624,144.0,0.018,0.574,0.03,1.0,9.0,2.52,0.46,1.96,0.045507585
2013,Knott,KENTUCKY,28,4,19,33889.0,,0.231293395,,0.097012304,168.0,0.0,0.775,0.0,2.0,9.4,2.05,0.36,1.58,-0.033674083
2013,Glascock,GEORGIA,11,5,9,37760.0,,0.214381278,,0.109792285,121.0,0.082,0.577,0.03,2.0,9.9,3.28,0.27,2.38,-0.394259819
2014,Randolph,WEST VIRGINIA,14,6,13,40146.0,,0.159618556,,0.07374043,191.0,0.013,0.9,0.09,2.0,8.3,1.45,0.4,0.85,-0.001474926
2014,Wayne,MISSOURI,17,3,14,33072.0,,0.220889896,,0.097452931,115.0,0.015,0.791,0.05,2.0,9.5,2.42,0.25,1.94,-0.111547526
2012,Graham,NORTH CAROLINA,14,4,13,32137.0,,0.172557652,,0.087353699,164.0,0.001,0.906,0.04,2.0,8.2,1.98,0.16,1.31,-0.159722222
2014,Armstrong,TEXAS,12,2,8,61250.0,,0.103356421,,0.031120332,80.0,0.149,0.066,0.0,1.0,6.8,1.97,0.18,1.42,0.781710914
2013,Jefferson,NEBRASKA,9,3,5,44843.0,,0.135645837,,0.070034161,73.0,0.554,0.056,0.43,2.0,9.0,1.69,0.38,1.18,0.227272727
2013,Luna,NEW MEXICO,12,3,7,29282.0,,0.296886414,,0.143883482,36.0,0.018,0.003,0.04,2.0,7.6,2.27,0.32,1.73,0.271410579
2012,Sutter,CALIFORNIA,12,7,7,50510.0,0.204947263,0.169831112,0.125680447,0.146286026,64.0,0.733,0.005,0.52,1.0,7.1,2.29,0.58,2.43,0.01607717
2012,Franklin,TEXAS,17,6,6,45684.0,,0.140573844,,0.05609756,89.0,0.045,0.218,0.08,2.0,9.6,2.9,0.36,2.5,-0.009278351
2014,Hardin,ILLINOIS,22,9,10,38170.0,,0.25354141,,0.151641786,120.0,0.066,0.688,0.08,2.0,9.8,2.17,0.28,1.61,0.265765766
2013,Webster,WEST VIRGINIA,19,4,13,27645.0,,0.251867533,,0.138944373,194.0,0.006,0.934,0.01,2.0,8.2,1.51,0.2,0.91,0.050314465
2012,Adair,KENTUCKY,18,4,12,31169.0,,0.206356406,,0.106709264,138.0,0.048,0.551,0.0,2.0,9.7,2.17,0.31,1.51,-0.073359073
2012,Riverside,CALIFORNIA,11,4,5,57096.0,0.178192094,0.155515119,0.146406278,0.141441166,59.0,0.029,0.022,0.42,1.0,15.4,1.81,0.42,1.9,-0.013149656
2012,Sterling,TEXAS,11,4,10,44239.0,,0.152228758,,0.0,67.0,0.0,0.004,0.47,2.0,6.7,2.38,0.11,1.79,-0.552054795
2012,Caswell,NORTH CAROLINA,12,5,14,38387.0,,0.206520766,,0.14176318,136.0,0.012,0.634,0.0,2.0,9.0,2.48,0.35,1.9,0.297603196
2014,Howard,INDIANA,14,6,10,42078.0,0.181612998,0.175357535,0.087818623,0.102723971,139.0,0.774,0.04,0.28,1.0,11.3,1.75,0.96,1.19,-0.116056338
2014,Douglas,GEORGIA,12,5,10,52997.0,0.134885415,0.16222848,0.085007749,0.115352988,118.0,0.0,0.587,0.11,1.0,10.5,3.03,0.5,2.26,0.292664093
2014,Greene,ILLINOIS,15,5,10,43178.0,,0.153724492,,0.09027572,118.0,0.597,0.213,0.35,2.0,10.2,2.03,0.45,1.53,-0.247098646
2012,Jackson,INDIANA,15,3,10,45883.0,,0.126832679,,0.10165102,136.0,0.448,0.381,0.2,2.0,10.9,2.1,0.64,1.52,-0.220467836
2012,Coos,NEW HAMPSHIRE,11,4,8,41774.0,,0.129851684,,0.076932371,196.0,0.013,0.869,0.03,2.0,6.8,0.97,0.3,0.6,-0.004222649
2012,Morrison,MINNESOTA,7,3,6,47110.0,,0.132180929,,0.082114235,106.0,0.237,0.271,0.19,2.0,9.3,1.12,0.47,0.87,0.392089844
2013,Brown,SOUTH DAKOTA,12,4,6,51398.0,,0.088156052,,0.028501157,101.0,0.484,0.008,0.35,2.0,8.2,1.05,0.49,0.77,-0.30783818
2013,Polk,WISCONSIN,9,3,8,48538.0,,0.108191796,,0.088322774,129.0,0.132,0.434,0.14,2.0,9.3,1.21,0.36,0.94,-0.057881137
2013,Grand Forks,NORTH DAKOTA,11,5,9,46745.0,0.163457796,0.159749284,0.047893409,0.042172749,107.0,0.816,0.019,0.78,1.0,8.7,1.02,0.69,0.84,-0.18176505
2012,Hendricks,INDIANA,11,3,6,68283.0,0.040567447,0.048592184,0.052271649,0.054833941,124.0,0.682,0.073,0.15,1.0,11.5,1.85,0.55,1.32,0.165313653
2012,Knox,TENNESSEE,12,4,10,47270.0,0.161050037,0.142446399,0.068001643,0.064741634,152.0,0.007,0.35,0.23,1.0,11.4,2.89,0.58,2.33,0.020657995
2013,Gem,IDAHO,8,3,7,44432.0,,0.182291672,,0.151119396,99.0,0.131,0.137,0.21,1.0,9.0,1.4,0.34,1.1,0.326758148
2012,Lebanon,PENNSYLVANIA,11,3,5,54259.0,0.130074054,0.102410562,0.075135827,0.073744372,138.0,0.237,0.329,0.38,1.0,12.5,1.8,0.87,1.45,-0.015115354
2014,Lake,MICHIGAN,18,4,15,28872.0,,0.304505497,,0.144243732,144.0,0.038,0.67,0.0,2.0,8.4,1.19,0.33,0.86,0.181179775
2013,Allen,INDIANA,11,6,9,49370.0,0.170286298,0.152925372,0.086374484,0.097231507,129.0,0.618,0.081,0.38,1.0,11.3,1.76,0.74,1.22,-0.126492942
2014,Dearborn,INDIANA,16,5,10,58000.0,,0.093365692,,0.081235044,125.0,0.082,0.539,0.05,1.0,11.4,1.97,0.57,1.4,0.348382242
2013,Dixon,NEBRASKA,9,4,5,47325.0,,0.111758657,,0.057784911,87.0,0.553,0.054,0.26,1.0,9.1,1.26,0.2,0.88,-0.303547963
2012,Echols,GEORGIA,23,7,16,27933.0,,0.362574548,,0.124009058,133.0,0.025,0.438,0.02,1.0,8.1,3.09,0.26,2.36,1.571263036
2014,Haskell,OKLAHOMA,15,5,11,35764.0,,0.184214666,,0.075089395,89.0,0.005,0.334,0.05,2.0,9.7,2.93,0.29,2.36,-0.047388261
2013,Mercer,NORTH DAKOTA,6,3,5,66534.0,,0.073080152,,0.046875,112.0,0.274,0.032,0.11,2.0,7.4,0.85,0.35,0.6,0.153994225
2012,Ochiltree,TEXAS,11,2,4,50881.0,,0.225009769,,0.074066602,75.0,0.489,0.0,0.54,2.0,7.1,1.9,0.36,1.36,-0.121710526
2014,Cimarron,OKLAHOMA,12,4,5,45647.0,,0.206045121,,0.021331059,63.0,0.206,0.001,0.23,2.0,6.1,1.53,0.15,1.03,0.25464684
2014,Corson,SOUTH DAKOTA,10,4,9,32892.0,,0.44327113,,0.278935194,97.0,0.137,0.008,0.21,2.0,6.9,0.97,0.15,0.67,-0.294406281
2014,Trumbull,OHIO,14,6,10,43226.0,0.172026068,0.172779605,0.059252672,0.086180769,157.0,0.218,0.334,0.34,1.0,11.3,1.62,0.72,1.14,-0.049056604
2013,Sumter,SOUTH CAROLINA,14,6,9,41366.0,0.199003428,0.178884372,0.109885372,0.133916706,140.0,0.165,0.209,0.15,1.0,9.7,2.88,0.45,2.11,-0.048780488
2014,Grand Isle,VERMONT,8,5,8,61338.0,,0.079117097,,0.070014842,167.0,0.069,0.088,0.08,1.0,8.2,1.32,0.58,0.96,0.182952183
2013,Lafayette,LOUISIANA,10,4,9,51462.0,0.153529108,0.166508958,0.054930612,0.063465551,137.0,0.362,0.001,0.19,1.0,9.8,2.33,0.57,1.92,0.02602811
2013,Calvert,MARYLAND,12,5,7,95477.0,0.065408453,0.048815783,0.080671445,0.068582334,138.0,0.066,0.522,0.05,1.0,8.9,2.0,0.48,1.61,-0.238649593
2014,Newberry,SOUTH CAROLINA,9,4,8,41971.0,,0.174576089,,0.104234889,135.0,0.0,0.636,0.24,2.0,10.0,3.12,0.36,2.27,0.187824796
2012,Franklin,NORTH CAROLINA,11,4,11,42920.0,,0.153933853,,0.123622283,146.0,0.056,0.534,0.01,1.0,9.2,2.6,0.38,1.98,-0.050752928
2013,Day,SOUTH DAKOTA,12,3,6,39761.0,,0.207654282,,0.049877062,96.0,0.393,0.007,0.27,2.0,8.2,0.88,0.21,0.63,0.180327869
2013,Burlington,NEW JERSEY,10,6,6,78446.0,0.057031073,0.05506403,0.078279309,0.089057229,134.0,0.116,0.445,0.22,1.0,10.5,1.88,0.75,1.51,-0.00247678
2012,Pulaski,KENTUCKY,15,5,12,32788.0,,0.233231589,,0.091556348,141.0,0.018,0.519,0.01,2.0,9.9,2.23,0.42,1.63,-0.127682994
2012,Reynolds,MISSOURI,19,3,11,33326.0,,0.250232548,,0.148010418,114.0,0.001,0.869,0.04,2.0,9.0,2.37,0.25,1.93,-0.217010632
2013,Bennett,SOUTH DAKOTA,11,6,7,37607.0,,0.393017024,,0.158986181,70.0,0.153,0.031,0.31,2.0,6.3,1.12,0.24,0.73,-0.225979603
2012,Nicollet,MINNESOTA,7,3,6,59490.0,,0.109942988,,0.047899246,101.0,0.741,0.046,0.47,1.0,10.1,1.36,0.72,1.04,0.326362957
2012,Love,OKLAHOMA,16,3,9,41517.0,,0.176356792,,0.023694502,79.0,0.08,0.304,0.02,2.0,9.2,2.56,0.34,2.0,0.037560976
2013,Washington,ALABAMA,11,3,7,42156.0,,0.184029609,,0.204032898,147.0,0.014,0.623,0.03,2.0,9.5,3.37,0.26,2.47,-0.13918178
2014,Lyon,KANSAS,10,4,8,40427.0,,0.221402898,,0.075709783,67.0,0.159,0.039,0.41,2.0,8.8,2.27,0.71,1.76,0.246258503
2013,Gwinnett,GEORGIA,9,5,6,60445.0,0.135574505,0.139116913,0.095279656,0.103951044,137.0,0.0,0.333,0.11,1.0,10.8,3.19,0.7,2.34,-0.051712559
2013,Columbiana,OHIO,16,5,10,42300.0,0.183132276,0.168517366,0.078866802,0.107766628,161.0,0.19,0.445,0.25,2.0,12.0,1.62,0.67,1.11,0.070819672
2014,Wabash,INDIANA,12,5,8,45657.0,,0.149433941,,0.073647298,135.0,0.737,0.117,0.19,2.0,11.2,1.68,0.74,1.11,-0.129906025
2014,Spartanburg,SOUTH CAROLINA,12,6,10,43555.0,0.177659661,0.182700142,0.067602202,0.102431118,157.0,0.001,0.45,0.09,1.0,9.9,3.01,0.53,2.31,-0.045711061
2013,Dillon,SOUTH CAROLINA,14,4,9,28817.0,,0.315270782,,0.152729526,144.0,0.296,0.195,0.12,2.0,9.4,2.68,0.3,1.96,-0.041070317
2013,Citrus,FLORIDA,15,5,7,39100.0,0.167982846,0.1676054,0.112449639,0.157493502,123.0,0.001,0.278,0.14,1.0,7.1,2.24,0.32,1.7,0.077102804
2013,Whitman,WASHINGTON,10,5,6,36257.0,,0.326065868,,0.061281461,163.0,0.746,0.015,0.07,2.0,7.3,1.11,0.36,0.9,0.03074805
2014,Sullivan,PENNSYLVANIA,10,3,9,41786.0,,0.147767425,,0.083302885,153.0,0.044,0.817,0.05,2.0,8.3,1.28,0.29,0.8,0.174971031
2012,Cumberland,NORTH CAROLINA,12,5,10,45413.0,0.163531303,0.167615578,0.123249508,0.104867995,147.0,0.152,0.296,0.01,1.0,9.5,2.7,0.47,1.96,0.073825503
2012,Pottawatomie,OKLAHOMA,15,6,8,42467.0,0.192847192,0.180541486,0.064697213,0.063512579,84.0,0.056,0.346,0.22,2.0,9.5,2.58,0.46,2.07,0.184939759
2012,Washington,PENNSYLVANIA,12,4,7,53326.0,0.105262123,0.106670275,0.067414269,0.072351664,173.0,0.074,0.566,0.17,1.0,10.7,1.67,0.66,1.17,0.038192234
2012,Marion,ILLINOIS,18,3,8,41723.0,,0.16119799,,0.109258585,115.0,0.402,0.277,0.22,2.0,10.4,2.08,0.56,1.5,-0.012150668
2013,McCracken,KENTUCKY,17,4,13,44898.0,0.208488181,0.161799923,,0.082048319,107.0,0.363,0.275,0.24,2.0,10.1,2.37,0.53,1.76,-0.014625229
2012,Warren,MISSOURI,13,4,12,47877.0,,0.143806756,,0.108274959,120.0,0.187,0.558,0.09,1.0,10.4,2.24,0.35,1.9,0.045166403
2013,Oneida,WISCONSIN,10,4,10,45759.0,,0.106684901,,0.075340949,139.0,0.016,0.496,0.19,2.0,7.7,1.12,0.39,0.79,-0.139351446
2013,Christian,ILLINOIS,12,6,9,45145.0,,0.149067,,0.069913357,109.0,0.813,0.053,0.25,2.0,10.5,1.9,0.55,1.33,-0.223475141
2014,Kingman,KANSAS,12,4,7,50000.0,,0.128612712,,0.060430463,76.0,0.438,0.024,0.13,1.0,8.7,2.01,0.31,1.47,0.384790011
2012,St. Mary,LOUISIANA,12,4,9,40738.0,,0.203352183,,0.11304383,140.0,0.164,0.003,0.08,2.0,9.0,2.06,0.42,1.76,0.045030203
2012,Madison,MISSOURI,15,4,12,36197.0,,0.18641822,,0.131836802,104.0,0.007,0.77,0.2,2.0,9.4,2.29,0.37,1.86,-0.014388489
2013,Jackson,MICHIGAN,15,5,10,46615.0,0.192583948,0.170367926,0.109837957,0.125857428,132.0,0.248,0.176,0.2,1.0,10.3,1.51,0.69,1.13,-0.002514669
2013,Leflore,MISSISSIPPI,13,4,12,24480.0,,0.403513402,,0.176590323,109.0,0.667,0.002,0.46,2.0,9.9,2.89,0.43,2.22,0.026269702
2013,Patrick,VIRGINIA,11,3,8,34864.0,,0.17073305,,0.108838387,156.0,0.004,0.766,0.01,2.0,8.6,1.99,0.24,1.39,-0.273281596
2014,Tate,MISSISSIPPI,14,4,9,42902.0,,0.171587273,,0.104649387,126.0,0.176,0.234,0.07,1.0,9.9,2.88,0.4,2.17,0.013026052
2014,Laclede,MISSOURI,16,5,15,38693.0,,0.193523467,,0.094832413,107.0,0.004,0.551,0.13,2.0,9.3,2.4,0.41,1.95,0.349963316
2012,Comanche,OKLAHOMA,17,6,10,46320.0,0.168227255,0.165111735,0.085045055,0.070910558,81.0,0.161,0.081,0.6,1.0,8.7,2.52,0.44,1.9,0.000841043
2014,Monterey,CALIFORNIA,7,5,4,58582.0,0.172190771,0.172106609,0.062354404,0.093453415,64.0,0.098,0.224,0.64,1.0,7.6,0.97,0.41,1.07,0.085357391
2012,Columbia,OREGON,8,5,9,55358.0,,0.139054835,,0.134277835,199.0,0.011,0.517,0.08,1.0,7.5,1.1,0.47,0.88,0.03043801
2014,Shelby,MISSOURI,12,4,9,38935.0,,0.164119601,,0.070431679,99.0,0.489,0.137,0.01,2.0,9.6,1.97,0.23,1.45,0.33106576
2013,Marlboro,SOUTH CAROLINA,13,4,11,28297.0,,0.306856066,,0.158358037,147.0,0.239,0.244,0.0,2.0,9.5,2.83,0.31,2.07,-0.154490461
2012,Rockdale,GEORGIA,10,4,6,54704.0,0.181271613,0.138643622,0.143428922,0.134623244,120.0,0.0,0.506,0.07,1.0,10.7,3.2,0.57,2.36,0.13562753
2012,Southeast Fairbanks Census,ALASKA,6,7,7,62712.0,,0.099075682,,0.08718811,,,,,,,,,,0.749219563
2014,Cowley,KANSAS,11,4,7,42157.0,,0.17573075,,0.083270162,74.0,0.207,0.057,0.37,2.0,8.9,2.34,0.59,1.8,-0.039340102
2014,Kershaw,SOUTH CAROLINA,12,4,10,43203.0,,0.177879333,,0.113303848,138.0,0.058,0.486,0.11,1.0,9.8,3.0,0.37,2.2,0.011933174
2012,Karnes,TEXAS,11,5,4,39706.0,,0.235508904,,0.056775469,81.0,0.061,0.019,0.1,2.0,8.0,1.79,0.29,1.5,0.223076923
2013,Bon Homme,SOUTH DAKOTA,10,4,4,40980.0,,0.147355601,,0.021880342,86.0,0.54,0.024,0.44,2.0,8.4,1.19,0.18,0.83,0.266165414
2014,Wayne,KENTUCKY,14,4,12,29295.0,,0.255059928,,0.154205039,140.0,0.054,0.645,0.0,2.0,9.5,2.15,0.31,1.55,-0.008036739
2014,Worth,MISSOURI,13,3,8,42905.0,,0.137542829,,0.053271029,97.0,0.211,0.214,0.09,2.0,8.9,1.71,0.24,1.17,-0.258474576
2013,Hampden,MASSACHUSETTS,11,8,10,49094.0,0.17876415,0.177210614,0.107902505,0.108652599,135.0,0.009,0.597,0.45,1.0,8.8,1.65,1.0,1.54,-0.02135026
2013,Curry,NEW MEXICO,13,7,11,39871.0,,0.188521355,,0.0727579,77.0,0.342,0.0,0.34,2.0,7.4,1.79,0.45,1.31,-0.05254332
2014,Orange,NORTH CAROLINA,6,4,6,57261.0,0.140851244,0.168191656,0.071333326,0.07533323,141.0,0.01,0.596,0.22,1.0,9.4,2.75,0.6,2.2,-0.02489019
2014,Boulder,COLORADO,7,4,5,69407.0,0.141345248,0.145825431,0.058823857,0.069342941,108.0,0.105,0.436,0.71,1.0,8.0,1.46,0.73,1.08,0.168933429
2013,Marion,KENTUCKY,16,5,12,38719.0,,0.169579953,,0.087279797,144.0,0.104,0.465,0.07,2.0,9.9,2.14,0.33,1.47,-0.05443038
2013,Seneca,OHIO,17,5,8,43764.0,,0.154718116,,0.113874488,146.0,0.796,0.08,0.25,2.0,11.3,1.57,0.79,1.08,0.129790941
2013,Grundy,IOWA,8,3,4,56827.0,,0.069911793,,0.053023256,98.0,0.887,0.002,0.43,1.0,9.8,1.41,0.26,0.93,-0.089149965
2012,Campbell,VIRGINIA,8,4,9,45432.0,,0.135757864,,0.075199939,136.0,0.012,0.601,0.02,1.0,9.1,2.31,0.43,1.84,-0.107921929
2013,Custer,MONTANA,11,3,7,43524.0,,0.132730946,,0.04162633,65.0,0.031,0.051,0.49,2.0,6.3,1.23,0.8,0.92,0.299009901
2014,Valley,MONTANA,9,3,6,49198.0,,0.125616431,,0.041088581,96.0,0.227,0.005,0.12,2.0,6.4,0.91,0.52,0.7,-0.511254019
2012,Porter,INDIANA,15,5,8,62457.0,0.108463436,0.098039091,0.073327214,0.078820184,137.0,0.483,0.196,0.36,1.0,11.4,1.58,0.52,1.13,0.068303914
2014,Guadalupe,TEXAS,9,4,6,62412.0,0.101525366,0.097075254,0.055015028,0.067289248,87.0,0.134,0.172,0.13,1.0,9.7,2.04,0.39,1.77,0.089212828
2014,Weakley,TENNESSEE,17,4,13,35845.0,,0.215000153,,0.128613859,121.0,0.419,0.282,0.03,2.0,9.8,2.47,0.38,1.74,0.07398568
2012,Taney,MISSOURI,14,4,9,40112.0,,0.169730008,,0.097834148,98.0,0.001,0.72,0.18,2.0,9.6,2.73,0.4,2.21,0.030429594
2014,Buchanan,MISSOURI,18,5,12,44971.0,0.176524326,0.176923797,0.076507002,0.085428797,93.0,0.379,0.164,0.4,1.0,9.9,2.04,0.61,1.56,0.005970149
2014,Wood,WEST VIRGINIA,16,5,14,42471.0,0.173889026,0.168030083,0.062643968,0.096589521,139.0,0.018,0.667,0.08,1.0,10.7,2.08,0.66,1.59,-0.082919915
2013,Southeast Fairbanks Census,ALASKA,6,5,9,56801.0,,0.132568151,,0.086582571,,,,,,,,,,-0.246579417
2012,Davie,NORTH CAROLINA,13,4,9,51844.0,,0.129508391,,0.076818526,127.0,0.009,0.468,0.03,1.0,9.9,2.59,0.46,1.98,-0.180976864
2014,Emanuel,GEORGIA,17,4,9,33142.0,,0.308386803,,0.147741407,143.0,0.135,0.44,0.1,2.0,9.8,3.17,0.27,2.28,0.121715076
2012,Skagway,ALASKA,5,2,7,71583.0,,0.047846891,,0.076071925,,,,,,,,,,-0.04412719
2013,Yamhill,OREGON,10,5,9,54535.0,0.138050586,0.146353379,0.105291329,0.107107572,181.0,0.174,0.426,0.6,1.0,8.5,1.22,0.69,1.05,-0.050670641
2012,Blaine,IDAHO,4,3,3,60160.0,,0.088515617,,0.069638558,126.0,0.019,0.184,0.39,2.0,6.5,0.89,0.13,0.59,-0.180691455
2012,Ware,GEORGIA,18,6,12,34700.0,,0.236473545,,0.10361708,137.0,0.037,0.289,0.05,2.0,8.8,3.19,0.49,2.35,0.085828343
2012,Mason,WASHINGTON,9,4,9,48878.0,,0.173723742,,0.138377592,199.0,0.0,0.711,0.14,2.0,6.4,1.32,0.41,0.99,0.21349096
2013,Rosebud,MONTANA,11,3,8,48789.0,,0.172661871,,0.096661575,75.0,0.037,0.097,0.1,2.0,7.4,1.27,0.18,0.87,0.196125908
2014,Harrison,MISSISSIPPI,14,4,11,42285.0,0.17654115,0.19997339,0.085275605,0.091226563,129.0,0.002,0.34,0.15,1.0,9.3,2.42,0.39,1.9,0.068734793
2013,Knox,KENTUCKY,21,4,18,24038.0,,0.346627355,,0.186451152,141.0,0.001,0.747,0.05,2.0,9.7,2.25,0.37,1.74,0.058399423
2012,Mills,IOWA,10,3,5,62908.0,,0.076356694,,0.044892047,77.0,0.722,0.054,0.16,1.0,9.9,1.64,0.39,1.2,0.006535948
2014,Clay,ILLINOIS,16,3,9,43189.0,,0.138591632,,0.074201256,116.0,0.61,0.206,0.19,2.0,10.3,2.04,0.38,1.39,0.043219076
2012,Lincoln,WEST VIRGINIA,19,4,14,34066.0,,0.268502653,,0.093832023,159.0,0.009,0.837,0.0,1.0,10.0,2.08,0.38,1.64,-0.18683274
2013,Cass,TEXAS,15,5,10,35598.0,,0.209104374,,0.115530878,98.0,0.001,0.565,0.04,2.0,10.0,3.14,0.36,2.61,0.195705521
2014,Pickens,ALABAMA,11,5,10,29839.0,,0.25585258,,0.167328641,128.0,0.044,0.603,0.08,1.0,9.9,3.28,0.28,2.59,-0.054209919
2014,Stark,OHIO,13,5,12,46290.0,0.147871748,0.150118336,0.065303586,0.095967308,146.0,0.23,0.241,0.37,1.0,12.0,1.73,0.88,1.22,-0.054355401
2012,Houston,TENNESSEE,15,4,11,34595.0,,0.216752395,,0.106275901,132.0,0.017,0.791,0.05,2.0,9.2,2.38,0.23,1.88,0.211251435
2014,Jefferson,MISSISSIPPI,10,6,11,23480.0,,0.479160845,,0.172919363,120.0,0.048,0.645,0.0,2.0,8.4,2.91,0.34,2.32,-0.193985849
2014,Marion,OREGON,8,5,8,47360.0,0.173697323,0.190693736,0.08583077,0.124909423,181.0,0.168,0.411,0.55,1.0,8.8,1.41,0.98,1.31,-0.049535604
2013,Harlan,NEBRASKA,10,3,6,45920.0,,0.120521173,,0.021599533,60.0,0.5,0.005,0.26,2.0,7.7,1.45,0.17,0.96,0.760869565
2014,Grundy,ILLINOIS,13,5,8,65197.0,,0.093005471,,0.089417048,119.0,0.741,0.074,0.22,1.0,11.1,1.63,0.46,1.12,0.266622778
2014,Knox,NEBRASKA,9,4,4,43709.0,,0.138096958,,0.04302299,83.0,0.295,0.063,0.28,2.0,8.5,1.19,0.18,0.82,0.243390358
2014,Thomas,GEORGIA,11,5,11,35515.0,,0.262862891,,0.118918918,135.0,0.201,0.469,0.14,2.0,10.5,3.23,0.48,2.61,0.029147982
2013,Grant,INDIANA,15,8,13,39747.0,0.226002589,0.185523674,0.067815125,0.101056039,131.0,0.771,0.07,0.19,2.0,11.2,1.73,0.74,1.16,0.050719152
2014,Hanover,VIRGINIA,9,5,6,77550.0,0.059450459,0.054970477,0.040149808,0.051582478,141.0,0.088,0.582,0.06,1.0,9.3,2.53,0.57,2.09,-0.14004914
