state,county,year,value
Alabama,Autauga,2012,0.088
Alabama,Autauga,2013,0.093
Alabama,Autauga,2014,0.093
Alabama,Autauga,2015,0.095
Alabama,Baldwin,2012,0.096
Alabama,Baldwin,2013,0.097
Alabama,Baldwin,2014,0.107
Alabama,Baldwin,2015,0.114
Alabama,Barbour,2012,0.124
Alabama,Barbour,2013,0.137
Alabama,Barbour,2014,0.136
Alabama,Barbour,2015,0.130
Alabama,Bibb,2012,0.109
Alabama,Bibb,2013,0.110
Alabama,Bibb,2014,0.108
Alabama,Bibb,2015,0.115
Alabama,Blount,2012,0.105
Alabama,Blount,2013,0.101
Alabama,Blount,2014,0.097
Alabama,Blount,2015,0.098
Alabama,Bullock,2012,0.110
Alabama,Bullock,2013,0.131
Alabama,Bullock,2014,0.137
Alabama,Bullock,2015,0.118
Alabama,Butler,2012,0.126
Alabama,Butler,2013,0.121
Alabama,Butler,2014,0.116
Alabama,Butler,2015,0.119
Alabama,Calhoun,2012,0.105
Alabama,Calhoun,2013,0.110
Alabama,Calhoun,2014,0.110
Alabama,Calhoun,2015,0.112
Alabama,Chambers,2012,0.130
Alabama,Chambers,2013,0.127
Alabama,Chambers,2014,0.132
Alabama,Chambers,2015,0.140
Alabama,Cherokee,2012,0.112
Alabama,Cherokee,2013,0.114
Alabama,Cherokee,2014,0.109
Alabama,Cherokee,2015,0.107
Alabama,Chilton,2012,0.105
Alabama,Chilton,2013,0.099
Alabama,Chilton,2014,0.108
Alabama,Chilton,2015,0.115
Alabama,Choctaw,2012,0.158
Alabama,Choctaw,2013,0.161
Alabama,Choctaw,2014,0.161
Alabama,Choctaw,2015,0.169
Alabama,Clarke,2012,0.109
Alabama,Clarke,2013,0.122
Alabama,Clarke,2014,0.119
Alabama,Clarke,2015,0.120
Alabama,Clay,2012,0.128
Alabama,Clay,2013,0.134
Alabama,Clay,2014,0.132
Alabama,Clay,2015,0.136
Alabama,Cleburne,2012,0.114
Alabama,Cleburne,2013,0.122
Alabama,Cleburne,2014,0.128
Alabama,Cleburne,2015,0.123
Alabama,Coffee,2012,0.101
Alabama,Coffee,2013,0.106
Alabama,Coffee,2014,0.111
Alabama,Coffee,2015,0.113
Alabama,Colbert,2012,0.125
Alabama,Colbert,2013,0.131
Alabama,Colbert,2014,0.120
Alabama,Colbert,2015,0.116
Alabama,Conecuh,2012,0.123
Alabama,Conecuh,2013,0.120
Alabama,Conecuh,2014,0.134
Alabama,Conecuh,2015,0.132
Alabama,Coosa,2012,0.149
Alabama,Coosa,2013,0.152
Alabama,Coosa,2014,0.161
Alabama,Coosa,2015,0.167
Alabama,Covington,2012,0.133
Alabama,Covington,2013,0.133
Alabama,Covington,2014,0.138
Alabama,Covington,2015,0.133
Alabama,Crenshaw,2012,0.124
Alabama,Crenshaw,2013,0.133
Alabama,Crenshaw,2014,0.140
Alabama,Crenshaw,2015,0.157
Alabama,Cullman,2012,0.105
Alabama,Cullman,2013,0.111
Alabama,Cullman,2014,0.121
Alabama,Cullman,2015,0.119
Alabama,Dale,2012,0.106
Alabama,Dale,2013,0.105
Alabama,Dale,2014,0.105
Alabama,Dale,2015,0.107
Alabama,Dallas,2012,0.150
Alabama,Dallas,2013,0.150
Alabama,Dallas,2014,0.141
Alabama,Dallas,2015,0.126
Alabama,DeKalb,2012,0.105
Alabama,DeKalb,2013,0.106
Alabama,DeKalb,2014,0.106
Alabama,DeKalb,2015,0.108
Alabama,Elmore,2012,0.080
Alabama,Elmore,2013,0.081
Alabama,Elmore,2014,0.090
Alabama,Elmore,2015,0.092
Alabama,Escambia,2012,0.112
Alabama,Escambia,2013,0.118
Alabama,Escambia,2014,0.122
Alabama,Escambia,2015,0.142
Alabama,Etowah,2012,0.117
Alabama,Etowah,2013,0.122
Alabama,Etowah,2014,0.126
Alabama,Etowah,2015,0.126
Alabama,Fayette,2012,0.121
Alabama,Fayette,2013,0.115
Alabama,Fayette,2014,0.115
Alabama,Fayette,2015,0.105
Alabama,Franklin,2012,0.125
Alabama,Franklin,2013,0.117
Alabama,Franklin,2014,0.132
Alabama,Franklin,2015,0.126
Alabama,Geneva,2012,0.115
Alabama,Geneva,2013,0.114
Alabama,Geneva,2014,0.107
Alabama,Geneva,2015,0.117
Alabama,Greene,2012,0.170
Alabama,Greene,2013,0.165
Alabama,Greene,2014,0.152
Alabama,Greene,2015,0.169
Alabama,Hale,2012,0.120
Alabama,Hale,2013,0.127
Alabama,Hale,2014,0.124
Alabama,Hale,2015,0.116
Alabama,Henry,2012,0.134
Alabama,Henry,2013,0.134
Alabama,Henry,2014,0.123
Alabama,Henry,2015,0.135
Alabama,Houston,2012,0.105
Alabama,Houston,2013,0.107
Alabama,Houston,2014,0.111
Alabama,Houston,2015,0.113
Alabama,Jackson,2012,0.129
Alabama,Jackson,2013,0.131
Alabama,Jackson,2014,0.136
Alabama,Jackson,2015,0.144
Alabama,Jefferson,2012,0.100
Alabama,Jefferson,2013,0.100
Alabama,Jefferson,2014,0.101
Alabama,Jefferson,2015,0.102
Alabama,Lamar,2012,0.142
Alabama,Lamar,2013,0.143
Alabama,Lamar,2014,0.130
Alabama,Lamar,2015,0.122
Alabama,Lauderdale,2012,0.118
Alabama,Lauderdale,2013,0.122
Alabama,Lauderdale,2014,0.125
Alabama,Lauderdale,2015,0.133
Alabama,Lawrence,2012,0.106
Alabama,Lawrence,2013,0.113
Alabama,Lawrence,2014,0.111
Alabama,Lawrence,2015,0.109
Alabama,Lee,2012,0.059
Alabama,Lee,2013,0.057
Alabama,Lee,2014,0.064
Alabama,Lee,2015,0.063
Alabama,Limestone,2012,0.097
Alabama,Limestone,2013,0.100
Alabama,Limestone,2014,0.097
Alabama,Limestone,2015,0.101
Alabama,Lowndes,2012,0.148
Alabama,Lowndes,2013,0.169
Alabama,Lowndes,2014,0.155
Alabama,Lowndes,2015,0.149
Alabama,Macon,2012,0.114
Alabama,Macon,2013,0.110
Alabama,Macon,2014,0.127
Alabama,Macon,2015,0.143
Alabama,Madison,2012,0.086
Alabama,Madison,2013,0.085
Alabama,Madison,2014,0.087
Alabama,Madison,2015,0.090
Alabama,Marengo,2012,0.138
Alabama,Marengo,2013,0.142
Alabama,Marengo,2014,0.139
Alabama,Marengo,2015,0.145
Alabama,Marion,2012,0.130
Alabama,Marion,2013,0.129
Alabama,Marion,2014,0.122
Alabama,Marion,2015,0.119
Alabama,Marshall,2012,0.123
Alabama,Marshall,2013,0.127
Alabama,Marshall,2014,0.121
Alabama,Marshall,2015,0.122
Alabama,Mobile,2012,0.095
Alabama,Mobile,2013,0.097
Alabama,Mobile,2014,0.098
Alabama,Mobile,2015,0.101
Alabama,Monroe,2012,0.134
Alabama,Monroe,2013,0.141
Alabama,Monroe,2014,0.133
Alabama,Monroe,2015,0.143
Alabama,Montgomery,2012,0.099
Alabama,Montgomery,2013,0.098
Alabama,Montgomery,2014,0.098
Alabama,Montgomery,2015,0.102
Alabama,Morgan,2012,0.102
Alabama,Morgan,2013,0.104
Alabama,Morgan,2014,0.109
Alabama,Morgan,2015,0.114
Alabama,Perry,2012,0.078
Alabama,Perry,2013,0.111
Alabama,Perry,2014,0.130
Alabama,Perry,2015,0.162
Alabama,Pickens,2012,0.134
Alabama,Pickens,2013,0.149
Alabama,Pickens,2014,0.142
Alabama,Pickens,2015,0.149
Alabama,Pike,2012,0.108
Alabama,Pike,2013,0.100
Alabama,Pike,2014,0.095
Alabama,Pike,2015,0.102
Alabama,Randolph,2012,0.128
Alabama,Randolph,2013,0.127
Alabama,Randolph,2014,0.123
Alabama,Randolph,2015,0.140
Alabama,Russell,2012,0.107
Alabama,Russell,2013,0.106
Alabama,Russell,2014,0.098
Alabama,Russell,2015,0.101
Alabama,Shelby,2012,0.068
Alabama,Shelby,2013,0.074
Alabama,Shelby,2014,0.074
Alabama,Shelby,2015,0.079
Alabama,St. Clair,2012,0.085
Alabama,St. Clair,2013,0.087
Alabama,St. Clair,2014,0.092
Alabama,St. Clair,2015,0.096
Alabama,Sumter,2012,0.119
Alabama,Sumter,2013,0.108
Alabama,Sumter,2014,0.108
Alabama,Sumter,2015,0.114
Alabama,Talladega,2012,0.112
Alabama,Talladega,2013,0.109
Alabama,Talladega,2014,0.109
Alabama,Talladega,2015,0.117
Alabama,Tallapoosa,2012,0.112
Alabama,Tallapoosa,2013,0.106
Alabama,Tallapoosa,2014,0.115
Alabama,Tallapoosa,2015,0.121
Alabama,Tuscaloosa,2012,0.081
Alabama,Tuscaloosa,2013,0.084
Alabama,Tuscaloosa,2014,0.088
Alabama,Tuscaloosa,2015,0.087
Alabama,Walker,2012,0.113
Alabama,Walker,2013,0.113
Alabama,Walker,2014,0.116
Alabama,Walker,2015,0.122
Alabama,Washington,2012,0.132
Alabama,Washington,2013,0.124
Alabama,Washington,2014,0.123
Alabama,Washington,2015,0.112
Alabama,Wilcox,2012,0.120
Alabama,Wilcox,2013,0.115
Alabama,Wilcox,2014,0.114
Alabama,Wilcox,2015,0.116
Alabama,Winston,2012,0.122
Alabama,Winston,2013,0.125
Alabama,Winston,2014,0.133
Alabama,Winston,2015,0.146
Alaska,Aleutians East,2012,0.081
Alaska,Aleutians East,2013,0.067
Alaska,Aleutians East,2014,0.068
Alaska,Aleutians East,2015,0.048
Alaska,Aleutians West,2012,0.028
Alaska,Aleutians West,2013,0.032
Alaska,Aleutians West,2014,0.040
Alaska,Aleutians West,2015,0.042
Alaska,Anchorage,2012,0.055
Alaska,Anchorage,2013,0.056
Alaska,Anchorage,2014,0.054
Alaska,Anchorage,2015,0.059
Alaska,Bethel,2012,0.042
Alaska,Bethel,2013,0.039
Alaska,Bethel,2014,0.041
Alaska,Bethel,2015,0.037
Alaska,Bristol Bay,2012,0.080
Alaska,Bristol Bay,2013,0.065
Alaska,Bristol Bay,2014,0.060
Alaska,Bristol Bay,2015,0.056
Alaska,Denali,2012,0.021
Alaska,Denali,2013,0.024
Alaska,Denali,2014,0.025
Alaska,Denali,2015,0.044
Alaska,Dillingham,2012,0.046
Alaska,Dillingham,2013,0.053
Alaska,Dillingham,2014,0.047
Alaska,Dillingham,2015,0.047
Alaska,Fairbanks North Star,2012,0.045
Alaska,Fairbanks North Star,2013,0.053
Alaska,Fairbanks North Star,2014,0.058
Alaska,Fairbanks North Star,2015,0.056
Alaska,Haines,2012,0.068
Alaska,Haines,2013,0.087
Alaska,Haines,2014,0.087
Alaska,Haines,2015,0.108
Alaska,HOONAH-ANGOON CENSUS AREA,2012,0.093
Alaska,HOONAH-ANGOON CENSUS AREA,2013,0.090
Alaska,HOONAH-ANGOON CENSUS AREA,2014,0.094
Alaska,HOONAH-ANGOON CENSUS AREA,2015,0.076
Alaska,Juneau,2012,0.057
Alaska,Juneau,2013,0.056
Alaska,Juneau,2014,0.060
Alaska,Juneau,2015,0.058
Alaska,Kenai Peninsula,2012,0.069
Alaska,Kenai Peninsula,2013,0.071
Alaska,Kenai Peninsula,2014,0.085
Alaska,Kenai Peninsula,2015,0.091
Alaska,Ketchikan Gateway,2012,0.074
Alaska,Ketchikan Gateway,2013,0.086
Alaska,Ketchikan Gateway,2014,0.090
Alaska,Ketchikan Gateway,2015,0.088
Alaska,Kodiak Island,2012,0.029
Alaska,Kodiak Island,2013,0.045
Alaska,Kodiak Island,2014,0.052
Alaska,Kodiak Island,2015,0.052
Alaska,Lake and Peninsula,2012,0.060
Alaska,Lake and Peninsula,2013,0.051
Alaska,Lake and Peninsula,2014,0.049
Alaska,Lake and Peninsula,2015,0.061
Alaska,Matanuska-Susitna,2012,0.051
Alaska,Matanuska-Susitna,2013,0.054
Alaska,Matanuska-Susitna,2014,0.055
Alaska,Matanuska-Susitna,2015,0.054
Alaska,Nome,2012,0.035
Alaska,Nome,2013,0.039
Alaska,Nome,2014,0.038
Alaska,Nome,2015,0.046
Alaska,North Slope,2012,0.033
Alaska,North Slope,2013,0.025
Alaska,North Slope,2014,0.020
Alaska,North Slope,2015,0.033
Alaska,Northwest Arctic,2012,0.036
Alaska,Northwest Arctic,2013,0.032
Alaska,Northwest Arctic,2014,0.036
Alaska,Northwest Arctic,2015,0.036
Alaska,PETERSBURG CENSUS AREA,2012,0.068
Alaska,PETERSBURG CENSUS AREA,2013,0.078
Alaska,PETERSBURG CENSUS AREA,2014,0.083
Alaska,PETERSBURG CENSUS AREA,2015,0.073
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2012,0.086
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2013,0.086
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2014,0.104
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2015,0.105
Alaska,Sitka,2012,0.081
Alaska,Sitka,2013,0.084
Alaska,Sitka,2014,0.081
Alaska,Sitka,2015,0.085
Alaska,SKAGWAY MUNICIPALITY,2012,0.078
Alaska,SKAGWAY MUNICIPALITY,2013,0.068
Alaska,SKAGWAY MUNICIPALITY,2014,0.059
Alaska,SKAGWAY MUNICIPALITY,2015,0.062
Alaska,Southeast Fairbanks,2012,0.050
Alaska,Southeast Fairbanks,2013,0.087
Alaska,Southeast Fairbanks,2014,0.086
Alaska,Southeast Fairbanks,2015,0.084
Alaska,Valdez-Cordova,2012,0.057
Alaska,Valdez-Cordova,2013,0.043
Alaska,Valdez-Cordova,2014,0.044
Alaska,Valdez-Cordova,2015,0.053
Alaska,Wade Hampton,2012,0.017
Alaska,Wade Hampton,2013,0.017
Alaska,Wade Hampton,2014,0.023
Alaska,Wade Hampton,2015,0.027
Alaska,WRANGELL CITY AND BURROUGH,2012,0.140
Alaska,WRANGELL CITY AND BURROUGH,2013,0.145
Alaska,WRANGELL CITY AND BURROUGH,2014,0.147
Alaska,WRANGELL CITY AND BURROUGH,2015,0.128
Alaska,Yakutat,2012,0.069
Alaska,Yakutat,2013,0.055
Alaska,Yakutat,2014,0.072
Alaska,Yakutat,2015,0.088
Alaska,Yukon-Koyukuk,2012,0.093
Alaska,Yukon-Koyukuk,2013,0.088
Alaska,Yukon-Koyukuk,2014,0.100
Alaska,Yukon-Koyukuk,2015,0.106
Arizona,Apache,2012,0.100
Arizona,Apache,2013,0.106
Arizona,Apache,2014,0.111
Arizona,Apache,2015,0.112
Arizona,Cochise,2012,0.128
Arizona,Cochise,2013,0.129
Arizona,Cochise,2014,0.130
Arizona,Cochise,2015,0.132
Arizona,Coconino,2012,0.057
Arizona,Coconino,2013,0.055
Arizona,Coconino,2014,0.057
Arizona,Coconino,2015,0.062
Arizona,Gila,2012,0.147
Arizona,Gila,2013,0.147
Arizona,Gila,2014,0.147
Arizona,Gila,2015,0.153
Arizona,Graham,2012,0.099
Arizona,Graham,2013,0.098
Arizona,Graham,2014,0.104
Arizona,Graham,2015,0.119
Arizona,Greenlee,2012,0.075
Arizona,Greenlee,2013,0.066
Arizona,Greenlee,2014,0.063
Arizona,Greenlee,2015,0.076
Arizona,La Paz,2012,0.152
Arizona,La Paz,2013,0.149
Arizona,La Paz,2014,0.159
Arizona,La Paz,2015,0.167
Arizona,Maricopa,2012,0.082
Arizona,Maricopa,2013,0.084
Arizona,Maricopa,2014,0.087
Arizona,Maricopa,2015,0.089
Arizona,Mohave,2012,0.129
Arizona,Mohave,2013,0.138
Arizona,Mohave,2014,0.141
Arizona,Mohave,2015,0.145
Arizona,Navajo,2012,0.095
Arizona,Navajo,2013,0.093
Arizona,Navajo,2014,0.095
Arizona,Navajo,2015,0.096
Arizona,Pima,2012,0.109
Arizona,Pima,2013,0.110
Arizona,Pima,2014,0.113
Arizona,Pima,2015,0.116
Arizona,Pinal,2012,0.088
Arizona,Pinal,2013,0.090
Arizona,Pinal,2014,0.094
Arizona,Pinal,2015,0.100
Arizona,Santa Cruz,2012,0.083
Arizona,Santa Cruz,2013,0.086
Arizona,Santa Cruz,2014,0.092
Arizona,Santa Cruz,2015,0.099
Arizona,Yavapai,2012,0.145
Arizona,Yavapai,2013,0.149
Arizona,Yavapai,2014,0.154
Arizona,Yavapai,2015,0.152
Arizona,Yuma,2012,0.079
Arizona,Yuma,2013,0.085
Arizona,Yuma,2014,0.093
Arizona,Yuma,2015,0.099
Arkansas,Arkansas,2012,0.118
Arkansas,Arkansas,2013,0.119
Arkansas,Arkansas,2014,0.124
Arkansas,Arkansas,2015,0.115
Arkansas,Ashley,2012,0.110
Arkansas,Ashley,2013,0.118
Arkansas,Ashley,2014,0.118
Arkansas,Ashley,2015,0.118
Arkansas,Baxter,2012,0.153
Arkansas,Baxter,2013,0.163
Arkansas,Baxter,2014,0.181
Arkansas,Baxter,2015,0.176
Arkansas,Benton,2012,0.075
Arkansas,Benton,2013,0.075
Arkansas,Benton,2014,0.077
Arkansas,Benton,2015,0.081
Arkansas,Boone,2012,0.104
Arkansas,Boone,2013,0.105
Arkansas,Boone,2014,0.119
Arkansas,Boone,2015,0.129
Arkansas,Bradley,2012,0.116
Arkansas,Bradley,2013,0.119
Arkansas,Bradley,2014,0.136
Arkansas,Bradley,2015,0.130
Arkansas,Calhoun,2012,0.167
Arkansas,Calhoun,2013,0.168
Arkansas,Calhoun,2014,0.158
Arkansas,Calhoun,2015,0.129
Arkansas,Carroll,2012,0.115
Arkansas,Carroll,2013,0.113
Arkansas,Carroll,2014,0.123
Arkansas,Carroll,2015,0.128
Arkansas,Chicot,2012,0.155
Arkansas,Chicot,2013,0.149
Arkansas,Chicot,2014,0.145
Arkansas,Chicot,2015,0.154
Arkansas,Clark,2012,0.131
Arkansas,Clark,2013,0.133
Arkansas,Clark,2014,0.150
Arkansas,Clark,2015,0.163
Arkansas,Clay,2012,0.161
Arkansas,Clay,2013,0.172
Arkansas,Clay,2014,0.178
Arkansas,Clay,2015,0.169
Arkansas,Cleburne,2012,0.144
Arkansas,Cleburne,2013,0.151
Arkansas,Cleburne,2014,0.157
Arkansas,Cleburne,2015,0.145
Arkansas,Cleveland,2012,0.074
Arkansas,Cleveland,2013,0.072
Arkansas,Cleveland,2014,0.076
Arkansas,Cleveland,2015,0.088
Arkansas,Columbia,2012,0.142
Arkansas,Columbia,2013,0.129
Arkansas,Columbia,2014,0.113
Arkansas,Columbia,2015,0.121
Arkansas,Conway,2012,0.127
Arkansas,Conway,2013,0.113
Arkansas,Conway,2014,0.114
Arkansas,Conway,2015,0.117
Arkansas,Craighead,2012,0.085
Arkansas,Craighead,2013,0.080
Arkansas,Craighead,2014,0.079
Arkansas,Craighead,2015,0.082
Arkansas,Crawford,2012,0.082
Arkansas,Crawford,2013,0.081
Arkansas,Crawford,2014,0.086
Arkansas,Crawford,2015,0.092
Arkansas,Crittenden,2012,0.082
Arkansas,Crittenden,2013,0.082
Arkansas,Crittenden,2014,0.082
Arkansas,Crittenden,2015,0.091
Arkansas,Cross,2012,0.124
Arkansas,Cross,2013,0.107
Arkansas,Cross,2014,0.106
Arkansas,Cross,2015,0.110
Arkansas,Dallas,2012,0.153
Arkansas,Dallas,2013,0.155
Arkansas,Dallas,2014,0.155
Arkansas,Dallas,2015,0.153
Arkansas,Desha,2012,0.126
Arkansas,Desha,2013,0.122
Arkansas,Desha,2014,0.128
Arkansas,Desha,2015,0.115
Arkansas,Drew,2012,0.096
Arkansas,Drew,2013,0.091
Arkansas,Drew,2014,0.092
Arkansas,Drew,2015,0.084
Arkansas,Faulkner,2012,0.065
Arkansas,Faulkner,2013,0.066
Arkansas,Faulkner,2014,0.067
Arkansas,Faulkner,2015,0.076
Arkansas,Franklin,2012,0.114
Arkansas,Franklin,2013,0.134
Arkansas,Franklin,2014,0.123
Arkansas,Franklin,2015,0.113
Arkansas,Fulton,2012,0.141
Arkansas,Fulton,2013,0.154
Arkansas,Fulton,2014,0.133
Arkansas,Fulton,2015,0.132
Arkansas,Garland,2012,0.141
Arkansas,Garland,2013,0.135
Arkansas,Garland,2014,0.129
Arkansas,Garland,2015,0.133
Arkansas,Grant,2012,0.096
Arkansas,Grant,2013,0.094
Arkansas,Grant,2014,0.086
Arkansas,Grant,2015,0.085
Arkansas,Greene,2012,0.106
Arkansas,Greene,2013,0.105
Arkansas,Greene,2014,0.105
Arkansas,Greene,2015,0.103
Arkansas,Hempstead,2012,0.113
Arkansas,Hempstead,2013,0.123
Arkansas,Hempstead,2014,0.116
Arkansas,Hempstead,2015,0.131
Arkansas,Hot Spring,2012,0.115
Arkansas,Hot Spring,2013,0.114
Arkansas,Hot Spring,2014,0.109
Arkansas,Hot Spring,2015,0.100
Arkansas,Howard,2012,0.120
Arkansas,Howard,2013,0.121
Arkansas,Howard,2014,0.128
Arkansas,Howard,2015,0.140
Arkansas,Independence,2012,0.122
Arkansas,Independence,2013,0.118
Arkansas,Independence,2014,0.108
Arkansas,Independence,2015,0.116
Arkansas,Izard,2012,0.124
Arkansas,Izard,2013,0.145
Arkansas,Izard,2014,0.171
Arkansas,Izard,2015,0.162
Arkansas,Jackson,2012,0.139
Arkansas,Jackson,2013,0.152
Arkansas,Jackson,2014,0.167
Arkansas,Jackson,2015,0.170
Arkansas,Jefferson,2012,0.109
Arkansas,Jefferson,2013,0.114
Arkansas,Jefferson,2014,0.115
Arkansas,Jefferson,2015,0.117
Arkansas,Johnson,2012,0.102
Arkansas,Johnson,2013,0.092
Arkansas,Johnson,2014,0.101
Arkansas,Johnson,2015,0.115
Arkansas,Lafayette,2012,0.151
Arkansas,Lafayette,2013,0.150
Arkansas,Lafayette,2014,0.132
Arkansas,Lafayette,2015,0.124
Arkansas,Lawrence,2012,0.132
Arkansas,Lawrence,2013,0.146
Arkansas,Lawrence,2014,0.144
Arkansas,Lawrence,2015,0.145
Arkansas,Lee,2012,0.145
Arkansas,Lee,2013,0.150
Arkansas,Lee,2014,0.124
Arkansas,Lee,2015,0.141
Arkansas,Lincoln,2012,0.101
Arkansas,Lincoln,2013,0.112
Arkansas,Lincoln,2014,0.104
Arkansas,Lincoln,2015,0.106
Arkansas,Little River,2012,0.112
Arkansas,Little River,2013,0.116
Arkansas,Little River,2014,0.142
Arkansas,Little River,2015,0.152
Arkansas,Logan,2012,0.102
Arkansas,Logan,2013,0.117
Arkansas,Logan,2014,0.112
Arkansas,Logan,2015,0.124
Arkansas,Lonoke,2012,0.078
Arkansas,Lonoke,2013,0.078
Arkansas,Lonoke,2014,0.082
Arkansas,Lonoke,2015,0.086
Arkansas,Madison,2012,0.136
Arkansas,Madison,2013,0.129
Arkansas,Madison,2014,0.112
Arkansas,Madison,2015,0.113
Arkansas,Marion,2012,0.140
Arkansas,Marion,2013,0.145
Arkansas,Marion,2014,0.142
Arkansas,Marion,2015,0.145
Arkansas,Miller,2012,0.108
Arkansas,Miller,2013,0.098
Arkansas,Miller,2014,0.102
Arkansas,Miller,2015,0.111
Arkansas,Mississippi,2012,0.103
Arkansas,Mississippi,2013,0.097
Arkansas,Mississippi,2014,0.103
Arkansas,Mississippi,2015,0.106
Arkansas,Monroe,2012,0.145
Arkansas,Monroe,2013,0.148
Arkansas,Monroe,2014,0.157
Arkansas,Monroe,2015,0.158
Arkansas,Montgomery,2012,0.145
Arkansas,Montgomery,2013,0.141
Arkansas,Montgomery,2014,0.147
Arkansas,Montgomery,2015,0.149
Arkansas,Nevada,2012,0.176
Arkansas,Nevada,2013,0.188
Arkansas,Nevada,2014,0.195
Arkansas,Nevada,2015,0.182
Arkansas,Newton,2012,0.119
Arkansas,Newton,2013,0.136
Arkansas,Newton,2014,0.116
Arkansas,Newton,2015,0.137
Arkansas,Ouachita,2012,0.138
Arkansas,Ouachita,2013,0.136
Arkansas,Ouachita,2014,0.139
Arkansas,Ouachita,2015,0.138
Arkansas,Perry,2012,0.126
Arkansas,Perry,2013,0.114
Arkansas,Perry,2014,0.117
Arkansas,Perry,2015,0.107
Arkansas,Phillips,2012,0.128
Arkansas,Phillips,2013,0.127
Arkansas,Phillips,2014,0.135
Arkansas,Phillips,2015,0.137
Arkansas,Pike,2012,0.121
Arkansas,Pike,2013,0.119
Arkansas,Pike,2014,0.131
Arkansas,Pike,2015,0.133
Arkansas,Poinsett,2012,0.147
Arkansas,Poinsett,2013,0.134
Arkansas,Poinsett,2014,0.126
Arkansas,Poinsett,2015,0.111
Arkansas,Polk,2012,0.147
Arkansas,Polk,2013,0.142
Arkansas,Polk,2014,0.142
Arkansas,Polk,2015,0.145
Arkansas,Pope,2012,0.085
Arkansas,Pope,2013,0.086
Arkansas,Pope,2014,0.090
Arkansas,Pope,2015,0.099
Arkansas,Prairie,2012,0.121
Arkansas,Prairie,2013,0.138
Arkansas,Prairie,2014,0.141
Arkansas,Prairie,2015,0.146
Arkansas,Pulaski,2012,0.085
Arkansas,Pulaski,2013,0.086
Arkansas,Pulaski,2014,0.088
Arkansas,Pulaski,2015,0.096
Arkansas,Randolph,2012,0.142
Arkansas,Randolph,2013,0.127
Arkansas,Randolph,2014,0.128
Arkansas,Randolph,2015,0.143
Arkansas,Saline,2012,0.086
Arkansas,Saline,2013,0.093
Arkansas,Saline,2014,0.095
Arkansas,Saline,2015,0.100
Arkansas,Scott,2012,0.120
Arkansas,Scott,2013,0.122
Arkansas,Scott,2014,0.120
Arkansas,Scott,2015,0.105
Arkansas,Searcy,2012,0.129
Arkansas,Searcy,2013,0.151
Arkansas,Searcy,2014,0.146
Arkansas,Searcy,2015,0.142
Arkansas,Sebastian,2012,0.105
Arkansas,Sebastian,2013,0.107
Arkansas,Sebastian,2014,0.107
Arkansas,Sebastian,2015,0.110
Arkansas,Sevier,2012,0.102
Arkansas,Sevier,2013,0.095
Arkansas,Sevier,2014,0.086
Arkansas,Sevier,2015,0.096
Arkansas,Sharp,2012,0.170
Arkansas,Sharp,2013,0.185
Arkansas,Sharp,2014,0.183
Arkansas,Sharp,2015,0.199
Arkansas,St. Francis,2012,0.104
Arkansas,St. Francis,2013,0.119
Arkansas,St. Francis,2014,0.119
Arkansas,St. Francis,2015,0.118
Arkansas,Stone,2012,0.157
Arkansas,Stone,2013,0.155
Arkansas,Stone,2014,0.169
Arkansas,Stone,2015,0.189
Arkansas,Union,2012,0.111
Arkansas,Union,2013,0.105
Arkansas,Union,2014,0.110
Arkansas,Union,2015,0.113
Arkansas,Van Buren,2012,0.156
Arkansas,Van Buren,2013,0.164
Arkansas,Van Buren,2014,0.163
Arkansas,Van Buren,2015,0.166
Arkansas,Washington,2012,0.075
Arkansas,Washington,2013,0.072
Arkansas,Washington,2014,0.074
Arkansas,Washington,2015,0.075
Arkansas,White,2012,0.110
Arkansas,White,2013,0.105
Arkansas,White,2014,0.104
Arkansas,White,2015,0.103
Arkansas,Woodruff,2012,0.154
Arkansas,Woodruff,2013,0.134
Arkansas,Woodruff,2014,0.160
Arkansas,Woodruff,2015,0.169
Arkansas,Yell,2012,0.108
Arkansas,Yell,2013,0.130
Arkansas,Yell,2014,0.138
Arkansas,Yell,2015,0.132
California,Alameda,2012,0.083
California,Alameda,2013,0.083
California,Alameda,2014,0.084
California,Alameda,2015,0.084
California,Alpine,2012,0.158
California,Alpine,2013,0.183
California,Alpine,2014,0.143
California,Alpine,2015,0.212
California,Amador,2012,0.122
California,Amador,2013,0.143
California,Amador,2014,0.156
California,Amador,2015,0.140
California,Butte,2012,0.116
California,Butte,2013,0.122
California,Butte,2014,0.122
California,Butte,2015,0.122
California,Calaveras,2012,0.115
California,Calaveras,2013,0.118
California,Calaveras,2014,0.135
California,Calaveras,2015,0.155
California,Colusa,2012,0.100
California,Colusa,2013,0.106
California,Colusa,2014,0.111
California,Colusa,2015,0.106
California,Contra Costa,2012,0.091
California,Contra Costa,2013,0.091
California,Contra Costa,2014,0.090
California,Contra Costa,2015,0.090
California,Del Norte,2012,0.130
California,Del Norte,2013,0.140
California,Del Norte,2014,0.149
California,Del Norte,2015,0.146
California,El Dorado,2012,0.082
California,El Dorado,2013,0.092
California,El Dorado,2014,0.099
California,El Dorado,2015,0.103
California,Fresno,2012,0.081
