state,county,year,value
Illinois,Crawford,2013,0.141
Illinois,Crawford,2014,0.144
Illinois,Crawford,2015,0.154
Illinois,Cumberland,2012,0.127
Illinois,Cumberland,2013,0.127
Illinois,Cumberland,2014,0.128
Illinois,Cumberland,2015,0.128
Illinois,De Witt,2012,0.128
Illinois,De Witt,2013,0.114
Illinois,De Witt,2014,0.113
Illinois,De Witt,2015,0.121
Illinois,DeKalb,2012,0.086
Illinois,DeKalb,2013,0.087
Illinois,DeKalb,2014,0.087
Illinois,DeKalb,2015,0.082
Illinois,Douglas,2012,0.119
Illinois,Douglas,2013,0.125
Illinois,Douglas,2014,0.121
Illinois,Douglas,2015,0.124
Illinois,DuPage,2012,0.082
Illinois,DuPage,2013,0.084
Illinois,DuPage,2014,0.086
Illinois,DuPage,2015,0.088
Illinois,Edgar,2012,0.142
Illinois,Edgar,2013,0.138
Illinois,Edgar,2014,0.133
Illinois,Edgar,2015,0.126
Illinois,Edwards,2012,0.151
Illinois,Edwards,2013,0.147
Illinois,Edwards,2014,0.133
Illinois,Edwards,2015,0.149
Illinois,Effingham,2012,0.154
Illinois,Effingham,2013,0.145
Illinois,Effingham,2014,0.143
Illinois,Effingham,2015,0.148
Illinois,Fayette,2012,0.122
Illinois,Fayette,2013,0.116
Illinois,Fayette,2014,0.117
Illinois,Fayette,2015,0.114
Illinois,Ford,2012,0.156
Illinois,Ford,2013,0.153
Illinois,Ford,2014,0.146
Illinois,Ford,2015,0.145
Illinois,Franklin,2012,0.153
Illinois,Franklin,2013,0.154
Illinois,Franklin,2014,0.160
Illinois,Franklin,2015,0.166
Illinois,Fulton,2012,0.123
Illinois,Fulton,2013,0.129
Illinois,Fulton,2014,0.126
Illinois,Fulton,2015,0.131
Illinois,Gallatin,2012,0.151
Illinois,Gallatin,2013,0.144
Illinois,Gallatin,2014,0.138
Illinois,Gallatin,2015,0.157
Illinois,Greene,2012,0.138
Illinois,Greene,2013,0.136
Illinois,Greene,2014,0.123
Illinois,Greene,2015,0.142
Illinois,Grundy,2012,0.089
Illinois,Grundy,2013,0.096
Illinois,Grundy,2014,0.091
Illinois,Grundy,2015,0.091
Illinois,Hamilton,2012,0.152
Illinois,Hamilton,2013,0.163
Illinois,Hamilton,2014,0.181
Illinois,Hamilton,2015,0.170
Illinois,Hancock,2012,0.131
Illinois,Hancock,2013,0.121
Illinois,Hancock,2014,0.115
Illinois,Hancock,2015,0.120
Illinois,Hardin,2012,0.173
Illinois,Hardin,2013,0.176
Illinois,Hardin,2014,0.177
Illinois,Hardin,2015,0.167
Illinois,Henderson,2012,0.132
Illinois,Henderson,2013,0.143
Illinois,Henderson,2014,0.148
Illinois,Henderson,2015,0.154
Illinois,Henry,2012,0.129
Illinois,Henry,2013,0.120
Illinois,Henry,2014,0.128
Illinois,Henry,2015,0.129
Illinois,Iroquois,2012,0.136
Illinois,Iroquois,2013,0.143
Illinois,Iroquois,2014,0.149
Illinois,Iroquois,2015,0.148
Illinois,Jackson,2012,0.090
Illinois,Jackson,2013,0.090
Illinois,Jackson,2014,0.092
Illinois,Jackson,2015,0.092
Illinois,Jasper,2012,0.108
Illinois,Jasper,2013,0.101
Illinois,Jasper,2014,0.101
Illinois,Jasper,2015,0.117
Illinois,Jefferson,2012,0.125
Illinois,Jefferson,2013,0.127
Illinois,Jefferson,2014,0.130
Illinois,Jefferson,2015,0.127
Illinois,Jersey,2012,0.105
Illinois,Jersey,2013,0.100
Illinois,Jersey,2014,0.109
Illinois,Jersey,2015,0.105
Illinois,Jo Daviess,2012,0.119
Illinois,Jo Daviess,2013,0.119
Illinois,Jo Daviess,2014,0.129
Illinois,Jo Daviess,2015,0.123
Illinois,Johnson,2012,0.148
Illinois,Johnson,2013,0.152
Illinois,Johnson,2014,0.149
Illinois,Johnson,2015,0.152
Illinois,Kane,2012,0.074
Illinois,Kane,2013,0.079
Illinois,Kane,2014,0.082
Illinois,Kane,2015,0.086
Illinois,Kankakee,2012,0.111
Illinois,Kankakee,2013,0.110
Illinois,Kankakee,2014,0.101
Illinois,Kankakee,2015,0.104
Illinois,Kendall,2012,0.049
Illinois,Kendall,2013,0.052
Illinois,Kendall,2014,0.055
Illinois,Kendall,2015,0.054
Illinois,Knox,2012,0.162
Illinois,Knox,2013,0.165
Illinois,Knox,2014,0.155
Illinois,Knox,2015,0.159
Illinois,La Salle,2012,0.125
Illinois,La Salle,2013,0.125
Illinois,La Salle,2014,0.124
Illinois,La Salle,2015,0.124
Illinois,Lake,2012,0.078
Illinois,Lake,2013,0.082
Illinois,Lake,2014,0.083
Illinois,Lake,2015,0.086
Illinois,Lawrence,2012,0.152
Illinois,Lawrence,2013,0.181
Illinois,Lawrence,2014,0.199
Illinois,Lawrence,2015,0.203
Illinois,Lee,2012,0.120
Illinois,Lee,2013,0.115
Illinois,Lee,2014,0.119
Illinois,Lee,2015,0.130
Illinois,Livingston,2012,0.129
Illinois,Livingston,2013,0.124
Illinois,Livingston,2014,0.130
Illinois,Livingston,2015,0.128
Illinois,Logan,2012,0.132
Illinois,Logan,2013,0.125
Illinois,Logan,2014,0.126
Illinois,Logan,2015,0.131
Illinois,Macon,2012,0.120
Illinois,Macon,2013,0.125
Illinois,Macon,2014,0.125
Illinois,Macon,2015,0.125
Illinois,Macoupin,2012,0.128
Illinois,Macoupin,2013,0.127
Illinois,Macoupin,2014,0.130
Illinois,Macoupin,2015,0.133
Illinois,Madison,2012,0.109
Illinois,Madison,2013,0.104
Illinois,Madison,2014,0.107
Illinois,Madison,2015,0.114
Illinois,Marion,2012,0.139
Illinois,Marion,2013,0.137
Illinois,Marion,2014,0.132
Illinois,Marion,2015,0.132
Illinois,Marshall,2012,0.147
Illinois,Marshall,2013,0.144
Illinois,Marshall,2014,0.148
Illinois,Marshall,2015,0.150
Illinois,Mason,2012,0.145
Illinois,Mason,2013,0.132
Illinois,Mason,2014,0.148
Illinois,Mason,2015,0.151
Illinois,Massac,2012,0.157
Illinois,Massac,2013,0.150
Illinois,Massac,2014,0.146
Illinois,Massac,2015,0.156
Illinois,McDonough,2012,0.114
Illinois,McDonough,2013,0.120
Illinois,McDonough,2014,0.112
Illinois,McDonough,2015,0.115
Illinois,McHenry,2012,0.070
Illinois,McHenry,2013,0.074
Illinois,McHenry,2014,0.074
Illinois,McHenry,2015,0.077
Illinois,McLean,2012,0.082
Illinois,McLean,2013,0.082
Illinois,McLean,2014,0.079
Illinois,McLean,2015,0.080
Illinois,Menard,2012,0.119
Illinois,Menard,2013,0.132
Illinois,Menard,2014,0.133
Illinois,Menard,2015,0.133
Illinois,Mercer,2012,0.111
Illinois,Mercer,2013,0.111
Illinois,Mercer,2014,0.106
Illinois,Mercer,2015,0.116
Illinois,Monroe,2012,0.093
Illinois,Monroe,2013,0.094
Illinois,Monroe,2014,0.090
Illinois,Monroe,2015,0.094
Illinois,Montgomery,2012,0.148
Illinois,Montgomery,2013,0.148
Illinois,Montgomery,2014,0.144
Illinois,Montgomery,2015,0.140
Illinois,Morgan,2012,0.123
Illinois,Morgan,2013,0.119
Illinois,Morgan,2014,0.122
Illinois,Morgan,2015,0.127
Illinois,Moultrie,2012,0.110
Illinois,Moultrie,2013,0.107
Illinois,Moultrie,2014,0.113
Illinois,Moultrie,2015,0.118
Illinois,Ogle,2012,0.108
Illinois,Ogle,2013,0.115
Illinois,Ogle,2014,0.130
Illinois,Ogle,2015,0.133
Illinois,Peoria,2012,0.106
Illinois,Peoria,2013,0.105
Illinois,Peoria,2014,0.108
Illinois,Peoria,2015,0.112
Illinois,Perry,2012,0.140
Illinois,Perry,2013,0.136
Illinois,Perry,2014,0.142
Illinois,Perry,2015,0.149
Illinois,Piatt,2012,0.123
Illinois,Piatt,2013,0.110
Illinois,Piatt,2014,0.119
Illinois,Piatt,2015,0.121
Illinois,Pike,2012,0.146
Illinois,Pike,2013,0.139
Illinois,Pike,2014,0.140
Illinois,Pike,2015,0.143
Illinois,Pope,2012,0.114
Illinois,Pope,2013,0.140
Illinois,Pope,2014,0.141
Illinois,Pope,2015,0.175
Illinois,Pulaski,2012,0.186
Illinois,Pulaski,2013,0.195
Illinois,Pulaski,2014,0.201
Illinois,Pulaski,2015,0.210
Illinois,Putnam,2012,0.105
Illinois,Putnam,2013,0.104
Illinois,Putnam,2014,0.126
Illinois,Putnam,2015,0.128
Illinois,Randolph,2012,0.148
Illinois,Randolph,2013,0.142
Illinois,Randolph,2014,0.144
Illinois,Randolph,2015,0.134
Illinois,Richland,2012,0.141
Illinois,Richland,2013,0.145
Illinois,Richland,2014,0.142
Illinois,Richland,2015,0.143
Illinois,Rock Island,2012,0.135
Illinois,Rock Island,2013,0.134
Illinois,Rock Island,2014,0.138
Illinois,Rock Island,2015,0.141
Illinois,Saline,2012,0.133
Illinois,Saline,2013,0.127
Illinois,Saline,2014,0.129
Illinois,Saline,2015,0.135
Illinois,Sangamon,2012,0.110
Illinois,Sangamon,2013,0.110
Illinois,Sangamon,2014,0.113
Illinois,Sangamon,2015,0.116
Illinois,Schuyler,2012,0.119
Illinois,Schuyler,2013,0.124
Illinois,Schuyler,2014,0.114
Illinois,Schuyler,2015,0.149
Illinois,Scott,2012,0.144
Illinois,Scott,2013,0.120
Illinois,Scott,2014,0.122
Illinois,Scott,2015,0.129
Illinois,Shelby,2012,0.139
Illinois,Shelby,2013,0.127
Illinois,Shelby,2014,0.133
Illinois,Shelby,2015,0.128
Illinois,St. Clair,2012,0.109
Illinois,St. Clair,2013,0.107
Illinois,St. Clair,2014,0.108
Illinois,St. Clair,2015,0.110
Illinois,Stark,2012,0.126
Illinois,Stark,2013,0.129
Illinois,Stark,2014,0.134
Illinois,Stark,2015,0.136
Illinois,Stephenson,2012,0.133
Illinois,Stephenson,2013,0.136
Illinois,Stephenson,2014,0.133
Illinois,Stephenson,2015,0.138
Illinois,Tazewell,2012,0.110
Illinois,Tazewell,2013,0.109
Illinois,Tazewell,2014,0.109
Illinois,Tazewell,2015,0.110
Illinois,Union,2012,0.138
Illinois,Union,2013,0.132
Illinois,Union,2014,0.131
Illinois,Union,2015,0.125
Illinois,Vermilion,2012,0.144
Illinois,Vermilion,2013,0.138
Illinois,Vermilion,2014,0.137
Illinois,Vermilion,2015,0.138
Illinois,Wabash,2012,0.147
Illinois,Wabash,2013,0.147
Illinois,Wabash,2014,0.130
Illinois,Wabash,2015,0.141
Illinois,Warren,2012,0.139
Illinois,Warren,2013,0.132
Illinois,Warren,2014,0.132
Illinois,Warren,2015,0.135
Illinois,Washington,2012,0.120
Illinois,Washington,2013,0.129
Illinois,Washington,2014,0.128
Illinois,Washington,2015,0.133
Illinois,Wayne,2012,0.142
Illinois,Wayne,2013,0.149
Illinois,Wayne,2014,0.149
Illinois,Wayne,2015,0.159
Illinois,White,2012,0.136
Illinois,White,2013,0.143
Illinois,White,2014,0.139
Illinois,White,2015,0.148
Illinois,Whiteside,2012,0.124
Illinois,Whiteside,2013,0.124
Illinois,Whiteside,2014,0.125
Illinois,Whiteside,2015,0.137
Illinois,Will,2012,0.068
Illinois,Will,2013,0.071
Illinois,Will,2014,0.074
Illinois,Will,2015,0.076
Illinois,Williamson,2012,0.124
Illinois,Williamson,2013,0.123
Illinois,Williamson,2014,0.119
Illinois,Williamson,2015,0.119
Illinois,Winnebago,2012,0.103
Illinois,Winnebago,2013,0.105
Illinois,Winnebago,2014,0.109
Illinois,Winnebago,2015,0.111
Illinois,Woodford,2012,0.088
Illinois,Woodford,2013,0.091
Illinois,Woodford,2014,0.095
Illinois,Woodford,2015,0.098
Indiana,Adams,2012,0.121
Indiana,Adams,2013,0.123
Indiana,Adams,2014,0.122
Indiana,Adams,2015,0.130
Indiana,Allen,2012,0.090
Indiana,Allen,2013,0.094
Indiana,Allen,2014,0.098
Indiana,Allen,2015,0.101
Indiana,Bartholomew,2012,0.102
Indiana,Bartholomew,2013,0.109
Indiana,Bartholomew,2014,0.110
Indiana,Bartholomew,2015,0.110
Indiana,Benton,2012,0.123
Indiana,Benton,2013,0.132
Indiana,Benton,2014,0.135
Indiana,Benton,2015,0.117
Indiana,Blackford,2012,0.111
Indiana,Blackford,2013,0.123
Indiana,Blackford,2014,0.129
Indiana,Blackford,2015,0.143
Indiana,Boone,2012,0.090
Indiana,Boone,2013,0.090
Indiana,Boone,2014,0.080
Indiana,Boone,2015,0.083
Indiana,Brown,2012,0.112
Indiana,Brown,2013,0.098
Indiana,Brown,2014,0.109
Indiana,Brown,2015,0.122
Indiana,Carroll,2012,0.131
Indiana,Carroll,2013,0.136
Indiana,Carroll,2014,0.132
Indiana,Carroll,2015,0.128
Indiana,Cass,2012,0.110
Indiana,Cass,2013,0.122
Indiana,Cass,2014,0.122
Indiana,Cass,2015,0.132
Indiana,Clark,2012,0.099
Indiana,Clark,2013,0.100
Indiana,Clark,2014,0.100
Indiana,Clark,2015,0.108
Indiana,Clay,2012,0.095
Indiana,Clay,2013,0.096
Indiana,Clay,2014,0.096
Indiana,Clay,2015,0.096
Indiana,Clinton,2012,0.116
Indiana,Clinton,2013,0.107
Indiana,Clinton,2014,0.105
Indiana,Clinton,2015,0.107
Indiana,Crawford,2012,0.109
Indiana,Crawford,2013,0.109
Indiana,Crawford,2014,0.106
Indiana,Crawford,2015,0.119
Indiana,Daviess,2012,0.102
Indiana,Daviess,2013,0.108
Indiana,Daviess,2014,0.113
Indiana,Daviess,2015,0.117
Indiana,Dearborn,2012,0.097
Indiana,Dearborn,2013,0.101
Indiana,Dearborn,2014,0.100
Indiana,Dearborn,2015,0.101
Indiana,Decatur,2012,0.097
Indiana,Decatur,2013,0.098
Indiana,Decatur,2014,0.097
Indiana,Decatur,2015,0.097
Indiana,DeKalb,2012,0.091
Indiana,DeKalb,2013,0.092
Indiana,DeKalb,2014,0.098
Indiana,DeKalb,2015,0.107
Indiana,Delaware,2012,0.106
Indiana,Delaware,2013,0.106
Indiana,Delaware,2014,0.107
Indiana,Delaware,2015,0.107
Indiana,Dubois,2012,0.103
Indiana,Dubois,2013,0.099
Indiana,Dubois,2014,0.104
Indiana,Dubois,2015,0.106
Indiana,Elkhart,2012,0.088
Indiana,Elkhart,2013,0.088
Indiana,Elkhart,2014,0.090
Indiana,Elkhart,2015,0.093
Indiana,Fayette,2012,0.114
Indiana,Fayette,2013,0.111
Indiana,Fayette,2014,0.119
Indiana,Fayette,2015,0.123
Indiana,Floyd,2012,0.093
Indiana,Floyd,2013,0.097
Indiana,Floyd,2014,0.104
Indiana,Floyd,2015,0.101
Indiana,Fountain,2012,0.133
Indiana,Fountain,2013,0.132
Indiana,Fountain,2014,0.122
Indiana,Fountain,2015,0.123
Indiana,Franklin,2012,0.101
Indiana,Franklin,2013,0.089
Indiana,Franklin,2014,0.087
Indiana,Franklin,2015,0.075
Indiana,Fulton,2012,0.104
Indiana,Fulton,2013,0.104
Indiana,Fulton,2014,0.111
Indiana,Fulton,2015,0.120
Indiana,Gibson,2012,0.106
Indiana,Gibson,2013,0.099
Indiana,Gibson,2014,0.106
Indiana,Gibson,2015,0.104
Indiana,Grant,2012,0.125
Indiana,Grant,2013,0.126
Indiana,Grant,2014,0.135
Indiana,Grant,2015,0.139
Indiana,Greene,2012,0.109
Indiana,Greene,2013,0.131
Indiana,Greene,2014,0.127
Indiana,Greene,2015,0.129
Indiana,Hamilton,2012,0.052
Indiana,Hamilton,2013,0.058
Indiana,Hamilton,2014,0.062
Indiana,Hamilton,2015,0.064
Indiana,Hancock,2012,0.082
Indiana,Hancock,2013,0.080
Indiana,Hancock,2014,0.086
Indiana,Hancock,2015,0.082
Indiana,Harrison,2012,0.118
Indiana,Harrison,2013,0.128
Indiana,Harrison,2014,0.114
Indiana,Harrison,2015,0.114
Indiana,Hendricks,2012,0.078
Indiana,Hendricks,2013,0.077
Indiana,Hendricks,2014,0.080
Indiana,Hendricks,2015,0.083
Indiana,Henry,2012,0.127
Indiana,Henry,2013,0.125
Indiana,Henry,2014,0.131
Indiana,Henry,2015,0.131
Indiana,Howard,2012,0.107
Indiana,Howard,2013,0.108
Indiana,Howard,2014,0.124
Indiana,Howard,2015,0.122
Indiana,Huntington,2012,0.116
Indiana,Huntington,2013,0.117
Indiana,Huntington,2014,0.109
Indiana,Huntington,2015,0.109
Indiana,Jackson,2012,0.096
Indiana,Jackson,2013,0.101
Indiana,Jackson,2014,0.102
Indiana,Jackson,2015,0.102
Indiana,Jasper,2012,0.078
Indiana,Jasper,2013,0.088
Indiana,Jasper,2014,0.087
Indiana,Jasper,2015,0.090
Indiana,Jay,2012,0.122
Indiana,Jay,2013,0.123
Indiana,Jay,2014,0.117
Indiana,Jay,2015,0.125
Indiana,Jefferson,2012,0.108
Indiana,Jefferson,2013,0.112
Indiana,Jefferson,2014,0.112
Indiana,Jefferson,2015,0.115
Indiana,Jennings,2012,0.098
Indiana,Jennings,2013,0.111
Indiana,Jennings,2014,0.112
Indiana,Jennings,2015,0.112
Indiana,Johnson,2012,0.097
Indiana,Johnson,2013,0.096
Indiana,Johnson,2014,0.093
Indiana,Johnson,2015,0.088
Indiana,Knox,2012,0.130
Indiana,Knox,2013,0.129
Indiana,Knox,2014,0.127
Indiana,Knox,2015,0.130
Indiana,Kosciusko,2012,0.097
Indiana,Kosciusko,2013,0.104
Indiana,Kosciusko,2014,0.103
Indiana,Kosciusko,2015,0.097
Indiana,LaGrange,2012,0.086
Indiana,LaGrange,2013,0.091
Indiana,LaGrange,2014,0.086
Indiana,LaGrange,2015,0.076
Indiana,Lake,2012,0.102
Indiana,Lake,2013,0.105
Indiana,Lake,2014,0.104
Indiana,Lake,2015,0.107
Indiana,LaPorte,2012,0.105
Indiana,LaPorte,2013,0.110
Indiana,LaPorte,2014,0.113
Indiana,LaPorte,2015,0.118
Indiana,Lawrence,2012,0.126
Indiana,Lawrence,2013,0.121
Indiana,Lawrence,2014,0.123
Indiana,Lawrence,2015,0.111
Indiana,Madison,2012,0.131
Indiana,Madison,2013,0.126
Indiana,Madison,2014,0.128
Indiana,Madison,2015,0.125
Indiana,Marion,2012,0.088
Indiana,Marion,2013,0.087
Indiana,Marion,2014,0.088
Indiana,Marion,2015,0.091
Indiana,Marshall,2012,0.115
Indiana,Marshall,2013,0.117
Indiana,Marshall,2014,0.120
Indiana,Marshall,2015,0.122
Indiana,Martin,2012,0.109
Indiana,Martin,2013,0.111
Indiana,Martin,2014,0.117
Indiana,Martin,2015,0.114
Indiana,Miami,2012,0.106
Indiana,Miami,2013,0.103
Indiana,Miami,2014,0.096
Indiana,Miami,2015,0.109
Indiana,Monroe,2012,0.080
Indiana,Monroe,2013,0.081
Indiana,Monroe,2014,0.081
Indiana,Monroe,2015,0.077
Indiana,Montgomery,2012,0.099
Indiana,Montgomery,2013,0.102
Indiana,Montgomery,2014,0.109
Indiana,Montgomery,2015,0.116
Indiana,Morgan,2012,0.077
Indiana,Morgan,2013,0.076
Indiana,Morgan,2014,0.078
Indiana,Morgan,2015,0.083
Indiana,Newton,2012,0.100
Indiana,Newton,2013,0.098
Indiana,Newton,2014,0.107
Indiana,Newton,2015,0.113
Indiana,Noble,2012,0.104
Indiana,Noble,2013,0.103
Indiana,Noble,2014,0.096
Indiana,Noble,2015,0.103
Indiana,Ohio,2012,0.113
Indiana,Ohio,2013,0.120
Indiana,Ohio,2014,0.127
Indiana,Ohio,2015,0.136
Indiana,Orange,2012,0.113
Indiana,Orange,2013,0.113
Indiana,Orange,2014,0.118
Indiana,Orange,2015,0.126
Indiana,Owen,2012,0.103
Indiana,Owen,2013,0.090
Indiana,Owen,2014,0.097
Indiana,Owen,2015,0.098
Indiana,Parke,2012,0.102
Indiana,Parke,2013,0.100
Indiana,Parke,2014,0.107
Indiana,Parke,2015,0.108
Indiana,Perry,2012,0.130
Indiana,Perry,2013,0.122
Indiana,Perry,2014,0.125
Indiana,Perry,2015,0.119
Indiana,Pike,2012,0.124
Indiana,Pike,2013,0.116
Indiana,Pike,2014,0.106
Indiana,Pike,2015,0.117
Indiana,Porter,2012,0.082
Indiana,Porter,2013,0.085
Indiana,Porter,2014,0.087
Indiana,Porter,2015,0.088
Indiana,Posey,2012,0.087
Indiana,Posey,2013,0.085
Indiana,Posey,2014,0.090
Indiana,Posey,2015,0.093
Indiana,Pulaski,2012,0.103
Indiana,Pulaski,2013,0.102
Indiana,Pulaski,2014,0.096
Indiana,Pulaski,2015,0.105
Indiana,Putnam,2012,0.098
Indiana,Putnam,2013,0.101
Indiana,Putnam,2014,0.102
Indiana,Putnam,2015,0.109
Indiana,Randolph,2012,0.122
Indiana,Randolph,2013,0.131
Indiana,Randolph,2014,0.141
Indiana,Randolph,2015,0.140
Indiana,Ripley,2012,0.117
Indiana,Ripley,2013,0.111
Indiana,Ripley,2014,0.113
Indiana,Ripley,2015,0.118
Indiana,Rush,2012,0.108
Indiana,Rush,2013,0.117
Indiana,Rush,2014,0.104
Indiana,Rush,2015,0.112
Indiana,Scott,2012,0.101
Indiana,Scott,2013,0.103
Indiana,Scott,2014,0.121
Indiana,Scott,2015,0.114
Indiana,Shelby,2012,0.107
Indiana,Shelby,2013,0.111
Indiana,Shelby,2014,0.114
Indiana,Shelby,2015,0.118
Indiana,Spencer,2012,0.113
Indiana,Spencer,2013,0.112
Indiana,Spencer,2014,0.111
Indiana,Spencer,2015,0.113
Indiana,St. Joseph,2012,0.106
Indiana,St. Joseph,2013,0.105
Indiana,St. Joseph,2014,0.108
Indiana,St. Joseph,2015,0.110
Indiana,Starke,2012,0.115
Indiana,Starke,2013,0.112
Indiana,Starke,2014,0.112
Indiana,Starke,2015,0.119
Indiana,Steuben,2012,0.101
Indiana,Steuben,2013,0.092
Indiana,Steuben,2014,0.092
Indiana,Steuben,2015,0.094
Indiana,Sullivan,2012,0.110
Indiana,Sullivan,2013,0.105
Indiana,Sullivan,2014,0.091
Indiana,Sullivan,2015,0.082
Indiana,Switzerland,2012,0.122
Indiana,Switzerland,2013,0.120
Indiana,Switzerland,2014,0.109
Indiana,Switzerland,2015,0.126
Indiana,Tippecanoe,2012,0.071
Indiana,Tippecanoe,2013,0.073
Indiana,Tippecanoe,2014,0.074
Indiana,Tippecanoe,2015,0.074
Indiana,Tipton,2012,0.121
Indiana,Tipton,2013,0.123
Indiana,Tipton,2014,0.119
Indiana,Tipton,2015,0.122
Indiana,Union,2012,0.101
Indiana,Union,2013,0.122
Indiana,Union,2014,0.127
Indiana,Union,2015,0.143
Indiana,Vanderburgh,2012,0.112
Indiana,Vanderburgh,2013,0.114
Indiana,Vanderburgh,2014,0.114
Indiana,Vanderburgh,2015,0.118
Indiana,Vermillion,2012,0.125
Indiana,Vermillion,2013,0.144
Indiana,Vermillion,2014,0.145
Indiana,Vermillion,2015,0.140
Indiana,Vigo,2012,0.114
Indiana,Vigo,2013,0.109
Indiana,Vigo,2014,0.107
Indiana,Vigo,2015,0.112
Indiana,Wabash,2012,0.131
Indiana,Wabash,2013,0.123
Indiana,Wabash,2014,0.119
Indiana,Wabash,2015,0.129
Indiana,Warren,2012,0.119
Indiana,Warren,2013,0.132
Indiana,Warren,2014,0.128
Indiana,Warren,2015,0.119
Indiana,Warrick,2012,0.076
Indiana,Warrick,2013,0.079
Indiana,Warrick,2014,0.085
Indiana,Warrick,2015,0.088
Indiana,Washington,2012,0.103
Indiana,Washington,2013,0.102
Indiana,Washington,2014,0.096
Indiana,Washington,2015,0.101
Indiana,Wayne,2012,0.123
Indiana,Wayne,2013,0.125
Indiana,Wayne,2014,0.130
Indiana,Wayne,2015,0.128
Indiana,Wells,2012,0.113
Indiana,Wells,2013,0.121
Indiana,Wells,2014,0.132
Indiana,Wells,2015,0.130
Indiana,White,2012,0.112
Indiana,White,2013,0.119
Indiana,White,2014,0.124
Indiana,White,2015,0.129
Indiana,Whitley,2012,0.094
Indiana,Whitley,2013,0.100
Indiana,Whitley,2014,0.096
Indiana,Whitley,2015,0.100
Iowa,Adair,2012,0.165
Iowa,Adair,2013,0.165
Iowa,Adair,2014,0.155
Iowa,Adair,2015,0.152
Iowa,Adams,2012,0.166
Iowa,Adams,2013,0.154
Iowa,Adams,2014,0.144
Iowa,Adams,2015,0.145
Iowa,Allamakee,2012,0.133
Iowa,Allamakee,2013,0.136
Iowa,Allamakee,2014,0.135
Iowa,Allamakee,2015,0.133
Iowa,Appanoose,2012,0.141
Iowa,Appanoose,2013,0.139
Iowa,Appanoose,2014,0.146
Iowa,Appanoose,2015,0.160
Iowa,Audubon,2012,0.162
Iowa,Audubon,2013,0.171
Iowa,Audubon,2014,0.165
Iowa,Audubon,2015,0.153
Iowa,Benton,2012,0.103
Iowa,Benton,2013,0.108
Iowa,Benton,2014,0.118
Iowa,Benton,2015,0.119
Iowa,Black Hawk,2012,0.106
Iowa,Black Hawk,2013,0.114
Iowa,Black Hawk,2014,0.118
Iowa,Black Hawk,2015,0.119
Iowa,Boone,2012,0.114
Iowa,Boone,2013,0.115
Iowa,Boone,2014,0.116
Iowa,Boone,2015,0.119
Iowa,Bremer,2012,0.121
Iowa,Bremer,2013,0.122
Iowa,Bremer,2014,0.126
Iowa,Bremer,2015,0.130
Iowa,Buchanan,2012,0.112
Iowa,Buchanan,2013,0.107
Iowa,Buchanan,2014,0.112
Iowa,Buchanan,2015,0.118
Iowa,Buena Vista,2012,0.138
Iowa,Buena Vista,2013,0.139
Iowa,Buena Vista,2014,0.135
Iowa,Buena Vista,2015,0.116
Iowa,Butler,2012,0.140
Iowa,Butler,2013,0.136
Iowa,Butler,2014,0.127
Iowa,Butler,2015,0.128
Iowa,Calhoun,2012,0.158
Iowa,Calhoun,2013,0.152
Iowa,Calhoun,2014,0.174
Iowa,Calhoun,2015,0.161
Iowa,Carroll,2012,0.148
Iowa,Carroll,2013,0.155
Iowa,Carroll,2014,0.156
Iowa,Carroll,2015,0.159
Iowa,Cass,2012,0.136
Iowa,Cass,2013,0.137
Iowa,Cass,2014,0.137
Iowa,Cass,2015,0.149
Iowa,Cedar,2012,0.130
Iowa,Cedar,2013,0.129
Iowa,Cedar,2014,0.130
Iowa,Cedar,2015,0.137
Iowa,Cerro Gordo,2012,0.133
Iowa,Cerro Gordo,2013,0.137
Iowa,Cerro Gordo,2014,0.135
Iowa,Cerro Gordo,2015,0.135
Iowa,Cherokee,2012,0.137
Iowa,Cherokee,2013,0.146
Iowa,Cherokee,2014,0.137
Iowa,Cherokee,2015,0.145
Iowa,Chickasaw,2012,0.129
Iowa,Chickasaw,2013,0.119
Iowa,Chickasaw,2014,0.120
Iowa,Chickasaw,2015,0.131
Iowa,Clarke,2012,0.167
Iowa,Clarke,2013,0.169
Iowa,Clarke,2014,0.155
Iowa,Clarke,2015,0.154
Iowa,Clay,2012,0.129
Iowa,Clay,2013,0.143
Iowa,Clay,2014,0.137
Iowa,Clay,2015,0.145
Iowa,Clayton,2012,0.134
Iowa,Clayton,2013,0.128
Iowa,Clayton,2014,0.135
Iowa,Clayton,2015,0.150
Iowa,Clinton,2012,0.133
Iowa,Clinton,2013,0.135
Iowa,Clinton,2014,0.129
Iowa,Clinton,2015,0.123
Iowa,Crawford,2012,0.127
Iowa,Crawford,2013,0.128
Iowa,Crawford,2014,0.144
Iowa,Crawford,2015,0.148
Iowa,Dallas,2012,0.072
Iowa,Dallas,2013,0.068
Iowa,Dallas,2014,0.072
Iowa,Dallas,2015,0.079
Iowa,Davis,2012,0.129
Iowa,Davis,2013,0.135
Iowa,Davis,2014,0.123
Iowa,Davis,2015,0.131
Iowa,Decatur,2012,0.129
Iowa,Decatur,2013,0.135
Iowa,Decatur,2014,0.140
Iowa,Decatur,2015,0.129
Iowa,Delaware,2012,0.134
Iowa,Delaware,2013,0.124
Iowa,Delaware,2014,0.112
Iowa,Delaware,2015,0.107
Iowa,Des Moines,2012,0.132
Iowa,Des Moines,2013,0.141
